sample	value
4703	0.1232
4704	0.08158
4705	0.0116
4706	-0.007545
4707	0.1117
4708	0.04624
4709	0.07464
4710	0.1276
4711	0.06584
4712	0.0338
4713	0.09898
4714	0.02516
4715	0.07687
4716	0.05359
4717	0.1564
4718	0.09637
4719	0.09586
4720	0.04694
4721	0.1648
4722	0.03984
4723	0.0554
4724	0.1299
4725	0.09763
4726	0.06651
4727	0.1138
4728	0.06494
4729	0.05945
4730	0.05962
4731	0.02438
4732	0.0797
4733	0.06414
4734	0.09473
4735	0.1785
4736	0.05498
4737	0.1091
4738	0.1181
4739	0.04354
4740	0.08733
4741	0.04104
4742	0.05419
4743	0.1088
4744	0.07073
4745	0.104
4746	0.05791
4747	-0.006666
4748	0.1622
4749	0.08555
4750	0.01454
4751	0.1179
4752	0.04538
4753	0.1416
4754	0.1204
4755	0.04001
4756	0.07117
4757	0.08517
4758	0.09542
4759	0.04988
4760	0.06029
4761	0.0495
4762	0.05395
4763	0.0618
4764	0.07475
4765	0.07315
4766	0.02657
4767	0.05211
4768	0.1065
4769	0.1044
4770	0.139
4771	0.0608
4772	0.08998
4773	0.05927
4774	0.005597
4775	0.03609
4776	0.1148
4777	0.1289
4778	0.06687
4779	0.08996
4780	0.1199
4781	0.01095
4782	0.0081
4783	0.1046
4784	0.1209
4785	0.07854
4786	0.02756
4787	0.1072
4788	0.02309
4789	0.11
4790	0.07295
4791	0.0747
4792	0.05383
4793	-0.0261
4794	0.1057
4795	0.0173
4796	0.04178
4797	0.0547
4798	0.1024
4799	0.1294
4800	0.03312
4801	0.06831
4802	0.08273
4803	0.04619
4804	0.094
4805	0.03804
4806	0.1203
4807	0.09517
4808	0.09409
4809	0.01458
4810	0.06521
4811	0.0988
4812	0.05535
4813	0.09211
4814	0.04855
4815	0.05702
4816	0.07854
4817	0.1082
4818	0.076
4819	0.01663
4820	0.08491
4821	-0.01743
4822	0.0656
4823	0.06896
4824	0.07999
4825	0.07512
4826	0.07727
4827	0.09628
4828	0.06816
4829	0.0283
4830	0.08387
4831	0.09026
4832	0.05227
4833	0.07094
4834	0.08545
4835	0.09412
4836	0.03946
4837	0.09236
4838	0.02848
4839	0.06567
4840	0.1
4841	0.1366
4842	0.04125
4843	0.07983
4844	0.04808
4845	0.1255
4846	0.07322
4847	0.05403
4848	0.00156
4849	0.07058
4850	0.1182
4851	0.03959
4852	0.01478
4853	0.1437
4854	0.09706
4855	0.05732
4856	0.02954
4857	0.1091
4858	0.04799
4859	0.01078
4860	0.0404
4861	0.04088
4862	0.1268
4863	0.09363
4864	0.01153
4865	0.02905
4866	0.03131
4867	0.1197
4868	0.04002
4869	0.1334
4870	0.08106
4871	0.08686
4872	0.07997
4873	0.1039
4874	0.04147
4875	0.07708
4876	-1.736E-4
4877	0.06449
4878	0.02634
4879	0.09321
4880	0.1069
4881	0.1159
4882	0.1097
4883	0.09481
4884	0.1623
4885	0.1107
4886	0.08863
4887	0.02323
4888	0.00933
4889	0.08955
4890	0.06213
4891	0.08789
4892	0.06508
4893	0.1431
4894	-0.01946
4895	0.1356
4896	0.03612
4897	0.08572
4898	0.09784
4899	0.01762
4900	0.05423
4901	0.04585
4902	0.08861
4903	0.05304
4904	0.1101
4905	0.1347
4906	0.07157
4907	0.07327
4908	0.02573
4909	0.02173
4910	0.07686
4911	0.1193
4912	0.08649
4913	0.1418
4914	0.05525
4915	0.06618
4916	0.07859
4917	0.03482
4918	0.001242
4919	0.07516
4920	0.04331
4921	0.04912
4922	0.06747
4923	0.07327
4924	0.1222
4925	0.1276
4926	0.08606
4927	0.0682
4928	0.0621
4929	0.1243
4930	0.05829
4931	0.03066
4932	0.04202
4933	0.1654
4934	0.113
4935	0.01497
4936	0.0284
4937	0.13
4938	0.1106
4939	0.07625
4940	0.05517
4941	0.03489
4942	0.00516
4943	0.06273
4944	0.0395
4945	0.06454
4946	0.04875
4947	0.01507
4948	0.03922
4949	0.09073
4950	0.09717
4951	0.08898
4952	0.01356
4953	0.0808
4954	0.06703
4955	0.05232
4956	0.07653
4957	-0.01019
4958	0.05506
4959	0.01167
4960	0.05801
4961	0.1202
4962	0.05041
4963	0.09334
4964	0.08107
4965	0.04471
4966	0.09417
4967	0.02845
4968	0.05331
4969	0.07778
4970	0.1212
4971	0.08104
4972	0.07076
4973	0.08191
4974	0.07819
4975	0.1131
4976	0.02674
4977	0.03618
4978	0.0637
4979	0.07803
4980	0.01563
4981	0.07674
4982	0.08005
4983	0.05634
4984	0.09885
4985	0.05385
4986	0.07833
4987	0.03009
4988	0.04511
4989	0.02615
4990	0.0928
4991	0.02749
4992	0.1035
4993	0.07735
4994	0.05557
4995	0.07775
4996	0.04585
4997	0.09824
4998	0.03289
4999	0.04047
5000	0.1435
5001	0.1352
5002	0.04906
5003	0.0404
5004	0.03016
5005	0.1327
5006	0.1284
5007	0.07218
5008	0.08292
5009	0.04906
5010	0.1377
5011	0.03983
5012	0.09114
5013	0.09598
5014	0.07361
5015	0.1257
5016	0.08498
5017	0.09453
5018	0.1231
5019	0.0592
5020	0.08665
5021	0.1035
5022	0.08496
5023	0.1302
5024	0.1219
5025	0.1212
5026	0.06024
5027	0.03592
5028	0.06105
5029	-0.04116
5030	0.06997
5031	0.08194
5032	0.1192
5033	0.01793
5034	0.06957
5035	0.06262
5036	0.02995
5037	0.07836
5038	0.03051
5039	0.04687
5040	0.08553
5041	0.06237
5042	0.04473
5043	0.1077
5044	0.01745
5045	0.1146
5046	0.09855
5047	0.08384
5048	0.1121
5049	0.1111
5050	0.08689
5051	0.004646
5052	0.03925
5053	0.06645
5054	0.1404
5055	0.1217
5056	0.06906
5057	0.08592
5058	0.03656
5059	0.1125
5060	0.1273
5061	0.1212
5062	0.09091
5063	0.03421
5064	0.05126
5065	0.07896
5066	0.04529
5067	0.07752
5068	0.06734
5069	0.08795
5070	0.07095
5071	0.06831
5072	0.1106
5073	0.02984
5074	0.06632
5075	0.06063
5076	0.1128
5077	0.0979
5078	0.04641
5079	0.051
5080	0.01777
5081	0.04749
5082	0.0962
5083	0.1121
5084	0.07489
5085	0.0432
5086	0.1215
5087	0.04883
5088	-0.002419
5089	0.08635
5090	0.06074
5091	0.03893
5092	0.0368
5093	0.04286
5094	0.02269
5095	0.1033
5096	0.04439
5097	0.09607
5098	0.1085
5099	0.1039
5100	-0.01405
5101	0.07593
5102	0.02785
5103	0.04812
5104	0.05803
5105	0.1
5106	-0.004713
5107	0.07384
5108	0.05266
5109	0.04336
5110	0.05616
5111	0.128
5112	0.06957
5113	0.09427
5114	0.04388
5115	0.04045
5116	0.08901
5117	0.05077
5118	0.1519
5119	0.03468
5120	0.1543
5121	-0.008629
5122	0.1051
5123	0.03337
5124	0.04097
5125	0.08005
5126	0.06726
5127	0.04541
5128	0.02346
5129	0.06325
5130	0.03637
5131	0.09826
5132	0.0772
5133	0.06945
5134	0.1316
5135	0.1364
5136	0.1174
5137	0.09993
5138	0.08505
5139	0.09552
5140	0.1184
5141	0.086
5142	0.02442
5143	0.08574
5144	0.08347
5145	0.1081
5146	0.02089
5147	0.001209
5148	0.103
5149	0.1318
5150	0.1552
5151	0.09123
5152	0.03939
5153	0.106
5154	0.1382
5155	0.06532
5156	0.05439
5157	0.0526
5158	0.09715
5159	0.05751
5160	0.04935
5161	0.1467
5162	0.04012
5163	0.08139
5164	-0.01212
5165	0.1442
5166	0.0494
5167	0.0839
5168	0.06661
5169	0.0389
5170	0.07061
5171	-0.03745
5172	0.0481
5173	0.05051
5174	0.08577
5175	0.1327
5176	0.08673
5177	0.08042
5178	0.0619
5179	0.08526
5180	0.07126
5181	0.1802
5182	0.0431
5183	0.04725
5184	0.0469
5185	0.06391
5186	0.0858
5187	0.0984
5188	0.04438
5189	0.1091
5190	0.03232
5191	0.1407
5192	0.1168
5193	0.0628
5194	0.06339
5195	0.0839
5196	0.006042
5197	0.04742
5198	0.02341
5199	0.06334
5200	0.07989
5201	0.08976
5202	0.1121
5203	0.01552
5204	0.08944
5205	0.07208
5206	0.1679
5207	0.001097
5208	0.03793
5209	0.07924
5210	-0.002865
5211	0.05543
5212	0.04603
5213	0.08054
5214	0.05097
5215	0.002119
5216	0.117
5217	0.08327
5218	0.11
5219	0.09664
5220	0.05579
5221	0.1055
5222	0.03043
5223	0.145
5224	0.02057
5225	0.06856
5226	0.07254
5227	-0.00132
5228	0.05481
5229	0.09807
5230	0.1287
5231	0.01968
5232	0.05693
5233	0.05557
5234	0.1214
5235	0.07778
5236	0.05659
5237	0.04321
5238	0.05399
5239	0.1386
5240	0.1094
5241	0.1343
5242	0.07756
5243	0.08784
5244	0.04207
5245	0.05674
5246	0.06041
5247	0.0277
5248	0.09128
5249	0.05111
5250	0.04328
5251	0.04961
5252	0.1267
5253	0.06741
5254	0.07136
5255	0.09533
5256	0.1232
5257	0.04722
5258	0.1084
5259	0.02746
5260	0.08149
5261	0.05513
5262	0.07318
5263	-0.009138
5264	0.07355
5265	0.04246
5266	0.04883
5267	0.09446
5268	0.04868
5269	0.05301
5270	-0.006399
5271	0.08376
5272	0.1467
5273	0.09326
5274	0.007721
5275	0.06283
5276	-0.01533
5277	0.08335
5278	0.01133
5279	0.07135
5280	0.03722
5281	0.0434
5282	0.09314
5283	0.1334
5284	0.1417
5285	0.0286
5286	0.04755
5287	0.1257
5288	0.1227
5289	0.03349
5290	0.1334
5291	0.1015
5292	0.04988
5293	0.08805
5294	0.1485
5295	0.04691
5296	0.07426
5297	0.03983
5298	0.05028
5299	0.1301
5300	0.1316
5301	-0.00572
5302	0.06098
5303	0.03499
5304	0.03804
5305	0.09623
5306	0.04251
5307	0.05852
5308	0.0897
5309	0.01704
5310	0.1213
5311	0.0418
5312	0.09522
5313	0.04121
5314	0.09697
5315	0.07269
5316	0.05278
5317	0.11
5318	-0.02896
5319	0.07375
5320	0.02275
5321	0.0912
5322	0.08917
5323	0.1058
5324	0.003262
5325	0.1464
5326	0.06698
5327	0.1111
5328	0.06605
5329	0.08061
5330	0.04848
5331	0.09335
5332	0.1025
5333	0.1461
5334	0.05917
5335	0.08958
5336	0.04257
5337	0.2065
5338	0.07714
5339	0.02
5340	0.06895
5341	-0.01232
5342	0.06567
5343	0.02536
5344	0.03648
5345	0.1015
5346	0.0697
5347	0.03214
5348	0.05603
5349	0.2003
5350	0.1415
5351	0.05501
5352	0.09291
5353	0.04964
5354	0.1201
5355	0.04231
5356	0.04029
5357	0.04235
5358	0.06374
5359	0.09461
5360	0.1115
5361	0.06272
5362	0.03894
5363	0.02284
5364	0.1166
5365	0.1197
5366	0.08091
5367	0.06823
5368	0.08858
5369	0.08108
5370	-0.004888
5371	0.08833
5372	0.07437
5373	0.1019
5374	0.149
5375	0.1389
5376	0.0381
5377	0.04503
5378	0.0529
5379	0.08354
5380	0.06417
5381	0.04148
5382	0.08838
5383	0.1158
5384	0.07434
5385	0.123
5386	0.08664
5387	0.02912
5388	0.04912
5389	0.08226
5390	0.08525
5391	0.0753
5392	0.0605
5393	0.08684
5394	0.07195
5395	0.1072
5396	0.0911
5397	0.006806
5398	0.03534
5399	0.04077
5400	0.1041
5401	0.04525
5402	0.1241
5403	0.04697
5404	0.1328
5405	0.07143
5406	0.03924
5407	0.07732
5408	0.07238
5409	0.07652
5410	0.1807
5411	0.1668
5412	0.1196
5413	0.03619
5414	0.1081
5415	0.0934
5416	0.0628
5417	0.1592
5418	0.08815
5419	0.09185
5420	0.08026
5421	0.05988
5422	0.006169
5423	-0.005844
5424	0.1113
5425	0.06436
5426	0.02018
5427	0.1012
5428	0.04895
5429	0.0198
5430	0.1361
5431	0.05822
5432	0.09721
5433	0.05446
5434	0.1226
5435	0.01309
5436	0.08121
5437	0.07148
5438	0.064
5439	0.06148
5440	0.1183
5441	0.06656
5442	0.07648
5443	0.1012
5444	0.09788
5445	0.08749
5446	0.1471
5447	0.07826
5448	0.04191
5449	0.05368
5450	0.08547
5451	0.03459
5452	0.04827
5453	0.06571
5454	0.1538
5455	0.04314
5456	0.05496
5457	0.04257
5458	0.07879
5459	0.06512
5460	0.03697
5461	0.03914
5462	0.0836
5463	0.04132
5464	0.03978
5465	0.04735
5466	0.09979
5467	0.05691
5468	0.08371
5469	0.07652
5470	0.1108
5471	0.07197
5472	0.02358
5473	0.05504
5474	0.128
5475	0.1309
5476	0.06876
5477	0.09189
5478	0.002388
5479	0.1135
5480	0.06817
5481	0.01535
5482	0.06591
5483	0.02495
5484	0.0274
5485	0.04722
5486	0.1039
5487	0.05717
5488	0.0318
5489	0.03121
5490	0.1034
5491	0.09187
5492	0.1235
5493	0.02484
5494	0.06849
5495	0.07193
5496	0.1082
5497	0.1302
5498	0.05984
5499	0.1337
5500	0.101
5501	0.1012
5502	0.06663
5503	0.04843
5504	0.05418
5505	0.1524
5506	0.001045
5507	0.04021
5508	0.06004
5509	0.04419
5510	0.05086
5511	0.01281
5512	0.03548
5513	0.1173
5514	0.02003
5515	0.07981
5516	0.0795
5517	0.0834
5518	0.1092
5519	0.1466
5520	0.1377
5521	0.1296
5522	0.09807
5523	0.06485
5524	0.02223
5525	0.1368
5526	0.1399
5527	0.1156
5528	0.07169
5529	0.07692
5530	0.1041
5531	0.1522
5532	0.1138
5533	0.08546
5534	0.04903
5535	0.03174
5536	0.0348
5537	0.0484
5538	0.02903
5539	0.06133
5540	0.0724
5541	0.07952
5542	0.02821
5543	0.1463
5544	0.05748
5545	0.02732
5546	0.0851
5547	0.06852
5548	0.173
5549	0.002934
5550	0.05454
5551	0.08377
5552	0.2026
5553	0.1113
5554	0.1056
5555	0.1064
5556	0.02582
5557	0.01001
5558	0.0425
5559	0.1441
5560	0.07594
5561	0.04891
5562	0.128
5563	0.09711
5564	0.0542
5565	0.0297
5566	0.09323
5567	0.03263
5568	0.07716
5569	0.1583
5570	0.074
5571	0.06055
5572	0.1196
5573	0.06694
5574	-0.008838
5575	0.07122
5576	0.1186
5577	0.08136
5578	0.09067
5579	0.1475
5580	0.0782
5581	0.05692
5582	0.02912
5583	0.1106
5584	0.05225
5585	0.09834
5586	0.06329
5587	0.1325
5588	0.06407
5589	0.02115
5590	0.05778
5591	0.07703
5592	0.04068
5593	0.06476
5594	-0.01372
5595	0.06547
5596	0.04616
5597	0.08172
5598	0.04191
5599	0.1371
5600	0.08514
5601	0.1122
5602	0.1388
5603	0.01202
5604	0.0778
5605	0.0923
5606	0.09908
5607	0.07848
5608	0.04858
5609	0.04702
5610	0.06122
5611	0.1107
5612	0.01125
5613	0.08039
5614	0.05458
5615	0.07677
5616	0.08527
5617	0.1725
5618	0.07894
5619	0.03038
5620	0.06449
5621	0.1075
5622	0.101
5623	0.05559
5624	0.1004
5625	0.03
5626	0.07152
5627	0.09943
5628	0.05253
5629	0.0951
5630	0.03139
5631	0.0992
5632	0.02522
5633	0.08375
5634	0.1144
5635	0.05628
5636	0.05514
5637	0.09775
5638	0.07863
5639	0.01604
5640	0.04156
5641	0.1528
5642	0.13
5643	0.1172
5644	0.04152
5645	0.08549
5646	0.08512
5647	0.1084
5648	0.04076
5649	0.003358
5650	0.01188
5651	0.02098
5652	0.04692
5653	0.02694
5654	0.008981
5655	0.0469
5656	0.0496
5657	0.09024
5658	0.06329
5659	0.08524
5660	0.0733
5661	0.06209
5662	0.05683
5663	0.1077
5664	0.06578
5665	0.06624
5666	0.147
5667	0.01358
5668	0.0603
5669	0.08338
5670	0.03443
5671	0.09035
5672	0.1104
5673	0.05348
5674	0.1034
5675	0.1717
5676	0.06619
5677	0.07974
5678	0.1612
5679	0.03732
5680	0.05979
5681	0.09683
5682	0.1754
5683	0.02406
5684	0.09022
5685	0.05998
5686	0.06242
5687	0.01003
5688	0.07232
5689	0.05813
5690	0.0494
5691	0.03135
5692	0.07505
5693	0.0647
5694	0.1034
5695	0.01491
5696	0.06565
5697	0.05819
5698	0.09166
5699	0.09221
5700	0.05552
5701	0.07381
5702	-0.002923
5703	0.1115
5704	0.03888
5705	-0.05418
5706	0.01959
5707	0.1038
5708	0.09264
5709	0.1289
5710	0.0569
5711	0.07485
5712	0.06447
5713	0.1412
5714	0.07553
5715	0.05562
5716	0.0399
5717	0.05575
5718	0.01397
5719	0.07613
5720	0.1427
5721	0.08115
5722	0.06412
5723	0.07178
5724	0.07028
5725	0.03362
5726	0.06642
5727	0.005923
5728	0.1045
5729	0.07259
5730	0.02276
5731	0.08891
5732	0.04715
5733	0.02611
5734	0.102
5735	0.08169
5736	0.05851
5737	0.07203
5738	0.109
5739	0.06163
5740	0.04345
5741	0.07636
5742	0.07542
5743	-0.01149
5744	0.1554
5745	0.09738
5746	0.08297
5747	0.09251
5748	0.1011
5749	0.07482
5750	0.01718
5751	0.05929
5752	0.08193
5753	0.1611
5754	0.08483
5755	0.09566
5756	0.06199
5757	0.06715
5758	0.09674
5759	0.1675
5760	0.05616
5761	0.1509
5762	0.08385
5763	0.1022
5764	0.08929
5765	0.06643
5766	0.04034
5767	0.06968
5768	0.06425
5769	0.02871
5770	0.1492
5771	0.07499
5772	0.05521
5773	0.1159
5774	0.04567
5775	0.02991
5776	0.05411
5777	0.08967
5778	0.04008
5779	0.117
5780	0.0378
5781	0.01946
5782	0.1018
5783	0.1092
5784	0.1016
5785	0.1011
5786	0.01246
5787	0.08818
5788	0.09459
5789	0.03232
5790	0.04169
5791	0.06413
5792	0.07336
5793	0.101
5794	0.1197
5795	0.06636
5796	0.07298
5797	0.137
5798	0.1318
5799	0.0154
5800	0.04514
5801	0.04664
5802	0.04888
5803	0.02529
5804	0.05114
5805	0.07857
5806	0.1206
5807	0.08053
5808	0.05176
5809	0.1414
5810	0.08513
5811	0.1135
5812	0.08699
5813	0.009267
5814	0.06322
5815	0.07046
5816	0.03536
5817	0.06929
5818	0.09109
5819	0.08493
5820	0.05089
5821	0.1051
5822	0.07167
5823	0.08437
5824	0.08735
5825	0.09604
5826	0.01275
5827	0.0605
5828	0.07988
5829	0.06183
5830	0.01711
5831	0.02924
5832	0.1022
5833	0.1514
5834	0.09635
5835	0.1027
5836	0.05737
5837	0.04222
5838	0.05643
5839	0.03433
5840	0.07436
5841	0.1176
5842	0.06997
5843	0.03281
5844	0.08316
5845	0.07355
5846	0.06543
5847	-0.01908
5848	0.03369
5849	0.08432
5850	0.04009
5851	0.1016
5852	0.009635
5853	0.08106
5854	0.06867
5855	0.01915
5856	0.104
5857	0.07428
5858	0.1094
5859	0.1043
5860	0.02957
5861	0.0781
5862	0.06603
5863	0.01997
5864	0.06522
5865	0.09854
5866	0.1671
5867	0.0443
5868	0.06485
5869	0.0881
5870	0.02275
5871	0.08973
5872	0.01701
5873	0.02614
5874	0.04968
5875	0.05865
5876	0.07186
5877	0.05373
5878	0.05303
5879	0.09833
5880	0.1004
5881	0.06121
5882	0.02806
5883	0.05001
5884	0.07514
5885	0.04194
5886	0.07681
5887	0.07625
5888	-0.01204
5889	0.03362
5890	0.04285
5891	0.07236
5892	0.1165
5893	0.01168
5894	0.01695
5895	0.02093
5896	0.08723
5897	0.04606
5898	0.08658
5899	0.0956
5900	0.06987
5901	0.05895
5902	0.08154
5903	0.1288
5904	0.04385
5905	-0.002008
5906	0.08434
5907	0.06481
5908	0.0648
5909	0.07443
5910	0.1099
5911	0.06459
5912	0.09656
5913	0.02641
5914	0.00364
5915	0.09116
5916	0.06519
5917	0.09901
5918	0.0786
5919	0.06423
5920	0.09941
5921	0.1293
5922	0.1306
5923	0.07337
5924	0.09595
5925	0.07862
5926	0.08358
5927	0.1171
5928	0.06469
5929	0.08791
5930	0.005805
5931	0.03484
5932	0.02733
5933	0.09881
5934	0.09455
5935	0.09324
5936	0.05536
5937	0.04581
5938	0.08354
5939	0.113
5940	0.0958
5941	0.07156
5942	0.03876
5943	0.1311
5944	0.1202
5945	0.08637
5946	0.05325
5947	0.07701
5948	0.106
5949	0.08574
5950	0.1323
5951	0.1608
5952	0.07752
5953	0.127
5954	0.07837
5955	0.06753
5956	0.08124
5957	0.08329
5958	0.1281
5959	0.1306
5960	0.06079
5961	0.09297
5962	0.03598
5963	0.04102
5964	0.05288
5965	0.1083
5966	0.07918
5967	0.1424
5968	0.02919
5969	0.02829
5970	0.04973
5971	0.05557
5972	-0.02293
5973	0.04823
5974	0.09474
5975	0.01666
5976	0.1404
5977	0.1236
5978	0.07841
5979	0.04908
5980	0.06063
5981	0.05602
5982	0.01752
5983	0.1074
5984	0.08617
5985	0.07825
5986	0.0511
5987	0.06439
5988	0.03453
5989	0.07021
5990	0.01211
5991	0.08947
5992	0.07129
5993	0.081
5994	0.0489
5995	0.07549
5996	0.1258
5997	0.05906
5998	0.01797
5999	0.0912
6000	0.0299
1001	0.07492
1002	0.07131
1003	0.1249
1004	0.08596
1005	0.08601
1006	0.09633
1007	0.06846
1008	0.1164
1009	0.09517
1010	0.06062
1011	0.08931
1012	0.09223
1013	0.07183
1014	0.08538
1015	0.08053
1016	0.1013
1017	0.09792
1018	0.08441
1019	0.1308
1020	0.09562
1021	0.05959
1022	0.07846
1023	0.113
1024	0.06884
1025	0.1032
1026	0.0876
1027	0.09613
1028	0.09388
1029	0.09019
1030	0.08337
1031	0.05692
1032	0.08143
1033	0.07709
1034	0.09684
1035	0.06773
1036	0.09418
1037	0.06544
1038	0.07964
1039	0.09091
1040	0.09286
1041	0.09876
1042	0.06629
1043	0.07636
1044	0.06585
1045	0.05933
1046	0.06206
1047	0.07558
1048	0.09346
1049	0.06029
1050	0.08463
1051	0.09741
1052	0.08233
1053	0.09196
1054	0.1162
1055	0.05305
1056	0.08439
1057	0.06936
1058	0.1158
1059	0.06996
1060	0.0666
1061	0.09868
1062	0.07173
1063	0.09679
1064	0.09044
1065	0.06866
1066	0.09894
1067	0.1179
1068	0.09378
1069	0.1287
1070	0.08505
1071	0.09567
1072	0.02627
1073	0.05793
1074	0.1327
1075	0.0745
1076	0.08203
1077	0.0741
1078	0.0829
1079	0.08837
1080	0.07603
1081	0.1122
1082	0.03443
1083	0.09753
1084	0.0895
1085	0.08451
1086	0.07949
1087	0.08911
1088	0.121
1089	0.09078
1090	0.06077
1091	0.1083
1092	0.09073
1093	0.07593
1094	0.1046
1095	0.03344
1096	0.08423
1097	0.07733
1098	0.07114
1099	0.08876
1100	0.06614
1101	0.07415
1102	0.05176
1103	0.08014
1104	0.07889
1105	0.07978
1106	0.06028
1107	0.09926
1108	0.1242
1109	0.07953
1110	0.08794
1111	0.08554
1112	0.09539
1113	0.1197
1114	0.1008
1115	0.06308
1116	0.06375
1117	0.07129
1118	0.06324
1119	0.09215
1120	0.06443
1121	0.1006
1122	0.07637
1123	0.08345
1124	0.08009
1125	0.1117
1126	0.05449
1127	0.08294
1128	0.07604
1129	0.07766
1130	0.107
1131	0.06075
1132	0.07156
1133	0.05072
1134	0.0835
1135	0.1069
1136	0.1274
1137	0.06838
1138	0.1062
1139	0.1138
1140	0.08019
1141	0.1102
1142	0.06587
1143	0.09161
1144	0.08266
1145	0.08091
1146	0.1081
1147	0.1036
1148	0.08613
1149	0.05142
1150	0.08992
1151	0.07526
1152	0.1235
1153	0.08055
1154	0.09741
1155	0.08117
1156	0.08541
1157	0.08784
1158	0.1135
1159	0.06691
1160	0.04266
1161	0.06134
1162	0.08716
1163	0.08423
1164	0.08016
1165	0.1016
1166	0.05464
1167	0.06648
1168	0.06275
1169	0.09897
1170	0.06155
1171	0.08451
1172	0.06376
1173	0.1206
1174	0.1096
1175	0.1395
1176	0.1005
1177	0.0766
1178	0.1176
1179	0.08272
1180	0.08853
1181	0.08609
1182	0.07831
1183	0.0984
1184	0.06255
1185	0.04988
1186	0.07385
1187	0.1175
1188	0.08794
1189	0.07943
1190	0.09985
1191	0.1087
1192	0.06546
1193	0.07403
1194	0.07327
1195	0.06663
1196	0.0831
1197	0.08804
1198	0.1094
1199	0.078
1200	0.111
1201	0.07579
1202	0.05788
1203	0.08612
1204	0.06217
1205	0.07381
1206	0.04604
1207	0.1406
1208	0.09224
1209	0.07977
1210	0.07041
1211	0.06768
1212	0.07058
1213	0.1027
1214	0.09094
1215	0.05501
1216	0.06358
1217	0.1022
1218	0.09463
1219	0.07888
1220	0.1077
1221	0.1062
1222	0.07075
1223	0.1163
1224	0.07146
1225	0.0836
1226	0.1288
1227	0.0769
1228	0.06355
1229	0.1068
1230	0.09759
1231	0.0601
1232	0.1206
1233	0.09425
1234	0.0967
1235	0.06917
1236	0.09887
1237	0.08818
1238	0.09562
1239	0.0703
1240	0.09135
1241	0.09406
1242	0.07657
1243	0.06432
1244	0.09608
1245	0.08459
1246	0.1089
1247	0.07084
1248	0.1111
1249	0.1235
1250	0.07511
1251	0.0737
1252	0.08553
1253	0.08658
1254	0.1121
1255	0.1092
1256	0.1039
1257	0.08414
1258	0.08252
1259	0.09455
1260	0.06498
1261	0.1282
1262	0.08277
1263	0.07232
1264	0.06244
1265	0.111
1266	0.07426
1267	0.09032
1268	0.06811
1269	0.09725
1270	0.07708
1271	0.1233
1272	0.1305
1273	0.09997
1274	0.05808
1275	0.1056
1276	0.0821
1277	0.09217
1278	0.09517
1279	0.05952
1280	0.09921
1281	0.09713
1282	0.06453
1283	0.1021
1284	0.08063
1285	0.05375
1286	0.08156
1287	0.09724
1288	0.1002
1289	0.1328
1290	0.0725
1291	0.1118
1292	0.06856
1293	0.05911
1294	0.07478
1295	0.06642
1296	0.09201
1297	0.0797
1298	0.06455
1299	0.0687
1300	0.06674
1301	0.09535
1302	0.1124
1303	0.06464
1304	0.0902
1305	0.08295
1306	0.07666
1307	0.07275
1308	0.08837
1309	0.05119
1310	0.07248
1311	0.08336
1312	0.09257
1313	0.06901
1314	0.1208
1315	0.1032
1316	0.0917
1317	0.08242
1318	0.1106
1319	0.07639
1320	0.09174
1321	0.1036
1322	0.1047
1323	0.08195
1324	0.08103
1325	0.1047
1326	0.08133
1327	0.1104
1328	0.08008
1329	0.05634
1330	0.08929
1331	0.07479
1332	0.08873
1333	0.08732
1334	0.1013
1335	0.09945
1336	0.07033
1337	0.07539
1338	0.09712
1339	0.05329
1340	0.09295
1341	0.102
1342	0.1022
1343	0.06438
1344	0.07801
1345	0.06099
1346	0.08072
1347	0.06883
1348	0.1072
1349	0.07825
1350	0.103
1351	0.07851
1352	0.09209
1353	0.08836
1354	0.1128
1355	0.0579
1356	0.05549
1357	0.08287
1358	0.08059
1359	0.05317
1360	0.07647
1361	0.09394
1362	0.05036
1363	0.06359
1364	0.07974
1365	0.1094
1366	0.07413
1367	0.09019
1368	0.08137
1369	0.08759
1370	0.08067
1371	0.1026
1372	0.05835
1373	0.0699
1374	0.07997
1375	0.096
1376	0.1046
1377	0.06397
1378	0.08667
1379	0.07127
1380	0.0717
1381	0.07528
1382	0.121
1383	0.1133
1384	0.08307
1385	0.09244
1386	0.1187
1387	0.08478
1388	0.1071
1389	0.08737
1390	0.08317
1391	0.09857
1392	0.1037
1393	0.07058
1394	0.07563
1395	0.09709
1396	0.06161
1397	0.05008
1398	0.09521
1399	0.06865
1400	0.09532
1401	0.07952
1402	0.097
1403	0.06612
1404	0.08206
1405	0.08429
1406	0.09431
1407	0.05487
1408	0.07331
1409	0.08854
1410	0.07073
1411	0.06594
1412	0.1025
1413	0.06164
1414	0.07863
1415	0.06429
1416	0.07651
1417	0.06687
1418	0.101
1419	0.07479
1420	0.08773
1421	0.09006
1422	0.1105
1423	0.07659
1424	0.05971
1425	0.06216
1426	0.09114
1427	0.1066
1428	0.1055
1429	0.08989
1430	0.09311
1431	0.1038
1432	0.1102
1433	0.08678
1434	0.08647
1435	0.1312
1436	0.08178
1437	0.07071
1438	0.07549
1439	0.05731
1440	0.07907
1441	0.06075
1442	0.1007
1443	0.06787
1444	0.1088
1445	0.1024
1446	0.1157
1447	0.05171
1448	0.09649
1449	0.1166
1450	0.06944
1451	0.07331
1452	0.07253
1453	0.1234
