sample	value
1364	0.1158
1365	0.1493
1366	-0.002614
1367	0.1222
1368	0.1121
1369	0.08588
1370	0.1243
1371	0.1421
1372	0.1113
1373	0.09414
1374	0.1233
1375	0.1266
1376	0.03349
1377	0.08542
1378	0.05984
1379	0.08429
1380	0.05076
1381	0.08165
1382	0.0366
1383	0.04352
1384	0.08111
1385	0.09561
1386	0.1024
1387	0.002594
1388	0.06242
1389	0.1033
1390	0.03139
1391	0.05556
1392	0.00824
1393	0.071
1394	0.1452
1395	0.09481
1396	0.06925
1397	0.05705
1398	0.1157
1399	0.05806
1400	0.0951
1401	0.0973
1402	0.06083
1403	0.06939
1404	0.03077
1405	0.1172
1406	0.04761
1407	0.06903
1408	0.03898
1409	0.08251
1410	0.05588
1411	0.09484
1412	0.08062
1413	0.08531
1414	0.1003
1415	-0.03681
1416	0.1014
1417	0.1384
1418	0.1022
1419	0.06474
1420	0.03727
1421	0.09793
1422	0.1143
1423	0.08713
1424	0.05202
1425	0.1192
1426	0.09481
1427	0.05905
1428	0.03587
1429	0.0726
1430	0.1315
1431	9.024E-4
1432	0.08923
1433	0.1108
1434	0.1367
1435	0.07658
1436	0.1155
1437	-0.001619
1438	0.1383
1439	0.06587
1440	0.1282
1441	0.05136
1442	0.1256
1443	0.1078
1444	0.0549
1445	0.0126
1446	0.06602
1447	0.1063
1448	0.1059
1449	0.08844
1450	0.1293
1451	0.1021
1452	0.06493
1453	0.07605
1454	0.1112
1455	0.1117
1456	0.06601
1457	0.1021
1458	0.1117
1459	0.08669
1460	0.03193
1461	0.08104
1462	0.001198
1463	0.04432
1464	0.06068
1465	0.127
1466	0.04645
1467	0.07249
1468	0.01994
1469	0.07263
1470	0.09921
1471	0.02368
1472	0.08427
1473	0.06941
1474	0.06814
1475	0.04285
1476	0.1461
1477	0.07488
1478	0.08277
1479	0.05893
1480	0.04666
1481	0.05279
1482	0.09849
1483	0.02936
1484	0.04881
1485	0.1202
1486	0.07723
1487	0.08323
1488	0.04997
1489	0.08593
1490	0.0255
1491	0.04507
1492	0.07507
1493	0.04921
1494	0.08406
1495	0.04966
1496	0.08245
1497	0.04237
1498	0.02475
1499	0.0797
1500	0.05287
1501	0.1181
1502	0.05393
1503	0.06247
1504	0.01609
1505	0.01211
1506	0.02385
1507	0.08794
1508	0.08768
1509	0.04349
1510	0.01906
1511	0.08166
1512	0.03445
1513	0.1135
1514	0.01351
1515	0.09921
1516	0.0405
1517	0.06667
1518	0.07786
1519	0.05111
1520	0.01247
1521	0.009778
1522	0.1372
1523	0.03544
1524	0.07709
1525	0.05858
1526	0.09014
1527	0.1513
1528	0.0851
1529	-0.01212
1530	0.05816
1531	0.06386
1532	0.05558
1533	0.06808
1534	0.1031
1535	0.108
1536	0.1173
1537	0.02363
1538	0.09623
1539	0.07831
1540	0.05069
1541	0.04077
1542	0.06567
1543	0.08392
1544	0.02056
1545	0.01702
1546	0.03583
1547	0.06343
1548	0.05352
1549	0.04461
1550	0.06743
1551	0.06504
1552	0.08578
1553	0.1308
1554	0.1625
1555	0.02214
1556	0.04323
1557	0.07448
1558	0.1352
1559	0.08455
1560	0.03146
1561	0.05107
1562	0.05457
1563	0.174
1564	0.05021
1565	0.05245
1566	0.09357
1567	0.04673
1568	0.0152
1569	0.03638
1570	0.05502
1571	0.06949
1572	0.05816
1573	0.09481
1574	0.06674
1575	0.05107
1576	0.04935
1577	0.05215
1578	0.08863
1579	0.0605
1580	0.1176
1581	0.09094
1582	0.05373
1583	0.104
1584	0.01074
1585	0.1208
1586	0.03667
1587	0.03412
1588	0.002576
1589	0.03664
1590	0.01565
1591	0.06668
1592	0.07587
1593	0.1204
1594	0.05606
1595	0.02427
1596	0.0473
1597	0.09693
1598	0.1817
1599	0.03499
1600	0.0434
1601	0.1221
1602	0.0975
1603	0.05533
1604	0.03674
1605	0.05374
1606	0.1017
1607	0.08723
1608	0.1825
1609	0.07049
1610	0.01442
1611	0.08503
1612	0.05316
1613	0.02864
1614	0.09295
1615	0.01509
1616	0.04585
1617	0.07149
1618	0.07893
1619	0.156
1620	0.04245
1621	0.05331
1622	0.04226
1623	0.04192
1624	0.01264
1625	0.01951
1626	0.1001
1627	0.04921
1628	0.1466
1629	0.03676
1630	0.02861
1631	0.05739
1632	0.07004
1633	0.06894
1634	0.07084
1635	0.03168
1636	0.13
1637	0.05131
1638	0.09829
1639	0.03382
1640	0.07693
1641	0.05662
1642	0.07081
1643	0.04631
1644	0.06681
1645	0.1351
1646	0.04734
1647	0.08037
1648	0.03782
1649	0.08131
1650	0.07145
1651	0.07648
1652	0.1099
1653	0.02208
1654	0.05564
1655	-0.001506
1656	0.0673
1657	0.05146
1658	0.06135
1659	0.1161
1660	0.0699
1661	0.06003
1662	0.1025
1663	0.08774
1664	0.05036
1665	0.07804
1666	0.08279
1667	0.1078
1668	0.1152
1669	0.07807
1670	0.06772
1671	0.03961
1672	0.01754
1673	-0.002041
1674	0.03868
1675	0.1309
1676	0.06749
1677	0.01724
1678	0.116
1679	0.0489
1680	0.06093
1681	0.04263
1682	0.06891
1683	0.0372
1684	0.1488
1685	0.08106
1686	0.02067
1687	0.08657
1688	0.08108
1689	0.1492
1690	0.1088
1691	0.03489
1692	0.1249
1693	0.09633
1694	0.06059
1695	0.09259
1696	0.09405
1697	0.06655
1698	0.05917
1699	0.08262
1700	0.1205
1701	0.07318
1702	0.08026
1703	0.008514
1704	0.1003
1705	0.0646
1706	-0.004359
1707	0.1097
1708	0.01163
1709	0.115
1710	0.01532
1711	9.851E-4
1712	0.05901
1713	0.03655
1714	0.07087
1715	0.03402
1716	0.05878
1717	0.02063
1718	0.08871
1719	0.05732
1720	0.03272
1721	0.08184
1722	0.06334
1723	0.1545
1724	0.1113
1725	0.1229
1726	0.02308
1727	0.06202
1728	0.1129
1729	0.08092
1730	0.1295
1731	0.0541
1732	0.007087
1733	0.07724
1734	0.06438
1735	0.1271
1736	0.06501
1737	0.02065
1738	0.09481
1739	0.07642
1740	0.06273
1741	0.118
1742	0.02621
1743	0.01287
1744	0.09675
1745	0.05692
1746	0.06138
1747	0.07867
1748	0.02823
1749	0.002125
1750	0.05637
1751	0.09359
1752	0.06187
1753	0.04094
1754	0.101
1755	0.06068
1756	0.09449
1757	0.06152
1758	0.07006
1759	0.116
1760	0.05728
1761	0.02667
1762	0.08478
1763	0.01868
1764	0.113
1765	0.09116
1766	0.05063
1767	0.0499
1768	0.04687
1769	0.1681
1770	0.06395
1771	0.04368
1772	0.102
1773	0.08247
1774	0.04693
1775	0.08449
1776	0.1722
1777	0.02009
1778	0.05978
1779	0.09685
1780	0.06659
1781	0.1293
1782	0.09077
1783	0.1323
1784	0.07064
1785	0.07748
1786	0.1354
1787	0.0284
1788	0.07217
1789	0.1066
1790	0.06991
1791	0.04079
1792	0.1486
1793	0.1072
1794	0.09218
1795	0.02773
1796	0.09244
1797	0.1076
1798	0.09034
1799	0.08474
1800	0.1218
1801	0.04291
1802	0.01609
1803	0.07803
1804	0.002837
1805	0.1123
1806	0.01656
1807	0.05704
1808	0.07786
1809	0.07547
1810	0.07772
1811	0.09152
1812	0.06651
1813	0.09421
1814	0.07352
1815	0.07815
1816	0.03302
1817	0.08591
1818	0.09886
1819	0.08062
1820	0.1222
1821	0.08035
1822	0.09962
1823	0.03757
1824	0.0726
1825	0.04468
1826	0.0107
1827	0.03483
1828	0.03082
1829	0.1442
1830	0.02528
1831	0.08578
1832	0.1447
1833	0.09292
1834	0.08109
1835	0.04288
1836	0.09931
1837	0.1267
1838	0.01935
1839	0.008438
1840	0.03102
1841	0.03787
1842	0.06539
1843	0.03982
1844	0.1595
1845	0.08021
1846	0.07023
1847	0.1891
1848	-0.05875
1849	0.1059
1850	0.02987
1851	0.1319
1852	0.03124
1853	0.09972
1854	0.07453
1855	0.06502
1856	0.09763
1857	0.03878
1858	0.06977
1859	-0.02038
1860	0.0551
1861	0.05806
1862	0.1555
1863	0.1054
1864	-9.176E-4
1865	0.03602
1866	0.09768
1867	0.06928
1868	0.1004
1869	-4.193E-4
1870	0.07414
1871	-0.01539
1872	0.06128
1873	0.1144
1874	0.06779
1875	0.1262
1876	0.009837
1877	0.07225
1878	0.069
1879	0.06572
1880	0.07639
1881	0.101
1882	0.09306
1883	0.01187
1884	0.1149
1885	0.1206
1886	0.06272
1887	0.08624
1888	0.0558
1889	0.07496
1890	0.07495
1891	0.09744
1892	0.08531
1893	0.114
1894	0.09183
1895	0.09252
1896	0.07664
1897	0.1464
1898	0.05096
1899	0.1589
1900	0.08436
1901	0.05781
1902	0.04845
1903	0.09953
1904	0.07637
1905	0.04857
1906	0.1262
1907	0.07942
1908	0.009966
1909	0.106
1910	0.06477
1911	0.05462
1912	0.03714
1913	0.01719
1914	0.1075
1915	0.112
1916	0.04029
1917	0.03423
1918	0.0889
1919	0.06087
1920	0.04611
1921	0.03658
1922	0.006287
1923	0.1029
1924	0.03641
1925	0.02381
1926	0.1016
1927	0.03075
1928	0.01341
1929	0.08632
1930	0.02617
1931	0.02222
1932	0.07029
1933	0.07376
1934	-0.01052
1935	0.1052
1936	0.1062
1937	0.03394
1938	0.1006
1939	0.07745
1940	0.05879
1941	0.01036
1942	0.115
1943	0.05256
1944	0.0454
1945	0.08753
1946	0.1269
1947	0.05628
1948	-0.006492
1949	0.0455
1950	0.0556
1951	0.1229
1952	0.1018
1953	0.06225
1954	0.04379
1955	0.1445
1956	0.09957
1957	0.05125
1958	0.07541
1959	0.08312
1960	0.01863
1961	0.1218
1962	0.1069
1963	0.001416
1964	0.05165
1965	0.009423
1966	0.001129
1967	0.07774
1968	0.165
1969	0.05963
1970	0.07347
1971	0.1173
1972	0.04935
1973	0.03372
1974	0.1148
1975	0.06874
1976	0.1332
1977	0.01187
1978	0.06265
1979	0.01596
1980	0.09931
1981	0.02134
1982	0.0683
1983	0.01511
1984	0.01301
1985	0.1124
1986	0.08401
1987	0.08992
1988	0.06513
1989	0.1333
1990	0.09075
1991	0.05561
1992	0.07426
1993	0.06939
1994	0.1074
1995	0.08823
1996	0.04418
1997	0.03359
1998	0.0933
1999	0.05454
2000	0.09382
2001	0.09641
2002	0.08737
2003	0.08081
2004	0.07778
2005	0.104
2006	0.06832
2007	0.04703
2008	0.08198
2009	0.1441
2010	0.07907
2011	0.09579
2012	0.01462
2013	0.1732
2014	0.08981
2015	0.04848
2016	0.1085
2017	0.07783
2018	0.08347
2019	0.04002
2020	0.07828
2021	0.06623
2022	0.003619
2023	0.1209
2024	0.09289
2025	0.02825
2026	0.03654
2027	0.08793
2028	0.08795
2029	0.09009
2030	0.108
2031	0.06946
2032	0.06448
2033	0.04778
2034	0.02071
2035	0.1734
2036	0.01872
2037	0.0815
2038	0.07653
2039	0.0514
2040	0.07901
2041	0.08235
2042	0.08435
2043	0.05561
2044	0.07651
2045	0.03779
2046	0.07941
2047	0.1304
2048	0.06774
2049	0.01819
2050	0.135
2051	0.01871
2052	0.05248
2053	0.03912
2054	0.05591
2055	0.1356
2056	0.02262
2057	0.01558
2058	0.1138
2059	0.07959
2060	0.07246
2061	0.1229
2062	0.02254
2063	0.09251
2064	0.01886
2065	0.05583
2066	0.1023
2067	0.07629
2068	0.06838
2069	0.1114
2070	0.1101
2071	0.03936
2072	0.06997
2073	0.06453
2074	0.08188
2075	0.09893
2076	0.0655
2077	0.07557
2078	0.09984
2079	0.08678
2080	0.08454
2081	0.0816
2082	0.05778
2083	0.05989
2084	0.03504
2085	-0.08606
2086	0.07378
2087	0.09427
2088	0.02715
2089	0.1019
2090	0.0746
2091	0.09415
2092	0.07533
2093	0.07981
2094	0.07733
2095	0.01212
2096	0.08922
2097	0.1143
2098	0.05617
2099	0.07858
2100	0.0608
2101	0.04067
2102	0.05557
2103	0.08762
2104	0.03968
2105	0.08591
2106	0.08064
2107	0.04154
2108	0.05758
2109	0.1181
2110	0.03285
2111	0.02819
2112	0.08944
2113	0.07867
2114	0.129
2115	0.07855
2116	0.02049
2117	0.07339
2118	0.1455
2119	0.08243
2120	0.1256
2121	0.07509
2122	0.06988
2123	0.08193
2124	0.07549
2125	0.0361
2126	0.07987
2127	0.02473
2128	0.01519
2129	0.02553
2130	0.04924
2131	0.1208
2132	0.01066
2133	0.01625
2134	0.0759
2135	0.08718
2136	0.05901
2137	0.09877
2138	0.1386
2139	0.05561
2140	0.049
2141	0.1036
2142	0.05153
2143	0.09551
2144	0.1656
2145	0.08068
2146	0.06992
2147	0.07388
2148	0.07491
2149	-0.009611
2150	0.09024
2151	0.06786
2152	0.05609
2153	0.03462
2154	0.1432
2155	0.006489
2156	0.05424
2157	-0.01078
2158	0.05307
2159	0.004911
2160	0.15
2161	0.06302
2162	0.1092
2163	0.0507
2164	-0.01646
2165	0.08179
2166	0.06113
2167	0.1583
2168	0.1071
2169	0.085
2170	0.1068
2171	0.1346
2172	0.09517
2173	0.04317
2174	0.07319
2175	0.1049
2176	0.05202
2177	0.07265
2178	0.09749
2179	0.008907
2180	0.1063
2181	0.07776
2182	0.098
2183	0.04758
2184	0.05044
2185	0.1096
2186	0.06041
2187	0.03187
2188	0.08093
2189	0.08137
2190	0.1356
2191	0.04431
2192	0.1125
2193	0.08946
2194	0.07093
2195	0.09511
2196	0.08714
2197	0.06522
2198	0.02909
2199	0.07155
2200	0.1094
2201	0.02552
2202	0.1322
2203	0.02224
2204	0.1302
2205	0.05635
2206	0.07483
2207	0.1033
2208	0.02645
2209	0.09189
2210	0.1227
2211	0.04047
2212	0.1282
2213	0.1008
2214	0.1142
2215	0.1321
2216	0.1046
2217	0.03477
2218	0.04661
2219	0.119
2220	0.1033
2221	0.01964
2222	0.1471
2223	0.09077
2224	0.04702
2225	0.1143
2226	0.09967
2227	0.106
2228	0.1143
2229	0.07125
2230	0.02427
2231	0.05276
2232	0.1163
2233	0.1549
2234	0.06365
2235	0.09596
2236	0.1281
2237	0.05101
2238	0.03755
2239	0.05614
2240	-0.03813
2241	0.09214
2242	0.0598
2243	0.08358
2244	0.108
2245	0.1292
2246	0.08
2247	0.105
2248	0.1481
2249	-0.01617
2250	0.06795
2251	0.07764
2252	0.05742
2253	0.1043
2254	0.02323
2255	0.02797
2256	0.09049
2257	0.07768
2258	0.08336
2259	0.06279
2260	0.07297
2261	0.08945
2262	0.06899
2263	0.111
2264	0.06725
2265	0.05897
2266	0.0828
2267	0.1288
2268	0.08508
2269	0.04779
2270	0.08011
2271	0.1033
2272	0.03221
2273	0.0733
2274	0.07486
2275	0.07675
2276	0.08426
2277	0.08036
2278	0.05275
2279	0.04897
2280	0.104
2281	0.03382
2282	0.07362
2283	0.01858
2284	0.09272
2285	0.09236
2286	0.09889
2287	0.08867
2288	0.03612
2289	0.04039
2290	0.06616
2291	0.08399
2292	0.1704
2293	0.1458
2294	0.04624
2295	0.08518
2296	0.05865
2297	0.07439
2298	0.1373
2299	0.107
2300	0.09241
2301	0.06499
2302	0.02085
2303	0.1179
2304	-0.003882
2305	0.1011
2306	0.07719
2307	0.102
2308	0.1247
2309	0.07768
2310	0.05751
2311	0.05594
2312	0.07196
2313	0.01089
2314	-0.01651
2315	0.001428
2316	0.09531
2317	0.05234
2318	0.1297
2319	0.03216
2320	0.06222
2321	0.08313
2322	0.0492
2323	0.06452
2324	0.04323
2325	0.07737
2326	0.05248
2327	0.1629
2328	0.04869
2329	0.0932
2330	0.06024
2331	0.03785
2332	0.0536
2333	0.1402
2334	0.06043
2335	0.05843
2336	0.07211
2337	0.09765
2338	0.1138
2339	0.07424
2340	0.03502
2341	0.1247
2342	0.09161
2343	0.06859
2344	0.1046
2345	0.1137
2346	0.07921
2347	0.06576
2348	0.1289
2349	0.03309
2350	0.08478
2351	0.05379
2352	0.1092
2353	0.1736
2354	0.09856
2355	0.07587
2356	0.1453
2357	0.04824
2358	0.1518
2359	0.05473
2360	0.09879
2361	0.08264
2362	0.05118
2363	0.04022
2364	0.07218
2365	0.07631
2366	0.007668
2367	0.07347
2368	0.04737
2369	0.09688
2370	0.1182
2371	0.05412
2372	0.01627
2373	0.01776
2374	0.0716
2375	0.06259
2376	0.04449
2377	0.05426
2378	0.1495
2379	0.1156
2380	0.001715
2381	0.1227
2382	0.04415
2383	0.05845
2384	0.04521
2385	0.08582
2386	0.02435
2387	0.05915
2388	0.08471
2389	0.09279
2390	0.05494
2391	0.05288
2392	0.09289
2393	0.06697
2394	0.09275
2395	0.08469
2396	0.04378
2397	0.0514
2398	0.1371
2399	0.04992
2400	0.02889
2401	0.04255
2402	0.04106
2403	0.03982
2404	0.09327
2405	0.06598
2406	0.09866
2407	0.1234
2408	0.0298
2409	0.06643
2410	0.06462
2411	0.08433
2412	0.05611
2413	0.03309
2414	0.04268
2415	0.1121
2416	0.09824
2417	0.08632
2418	0.06304
2419	0.04507
2420	0.02903
2421	0.07936
2422	0.1075
2423	0.01635
2424	0.1008
2425	0.02956
2426	0.1285
2427	0.08472
2428	0.1209
2429	0.07631
2430	0.01604
2431	0.09468
2432	0.04026
2433	0.04974
2434	0.03193
2435	0.1114
2436	0.07063
2437	0.1086
2438	0.01933
2439	0.01964
2440	0.09598
2441	0.06767
2442	0.0575
2443	0.06775
2444	0.1125
2445	0.07963
2446	0.03137
2447	0.06527
2448	0.02773
2449	0.05159
2450	0.04436
2451	0.06027
2452	0.01984
2453	0.0396
2454	0.05344
2455	0.1073
2456	0.0165
2457	0.0433
2458	0.1517
2459	0.1039
2460	0.07675
2461	0.08678
2462	0.1158
2463	0.07308
2464	0.06562
2465	0.102
2466	0.03339
2467	0.124
2468	0.0689
2469	0.08388
2470	0.1022
2471	0.1158
2472	0.09832
2473	0.08461
2474	0.1195
2475	0.0556
2476	0.03642
2477	0.08282
2478	0.09019
2479	0.02694
2480	0.1031
2481	0.0652
2482	0.09969
2483	0.05897
2484	0.02712
2485	0.06714
2486	0.03933
2487	0.02217
2488	0.04476
2489	0.1389
2490	0.08525
2491	0.02374
2492	-0.02304
2493	0.09342
2494	0.04547
2495	0.1008
2496	0.06731
2497	0.08639
2498	0.04461
2499	0.06224
2500	0.03844
2501	0.08524
2502	0.08868
2503	0.0411
2504	0.05588
2505	0.04194
2506	0.07994
2507	0.01382
2508	0.04122
2509	0.05172
2510	0.02551
2511	0.06907
2512	0.1291
2513	0.08973
2514	0.06637
2515	0.008157
2516	0.02694
2517	0.1064
2518	0.03076
2519	0.0724
2520	0.1082
2521	0.01626
2522	0.04254
2523	-0.04226
2524	0.09901
2525	0.0765
2526	0.03804
2527	0.136
2528	0.04679
2529	0.07974
2530	0.0908
2531	0.06231
2532	0.05729
2533	0.02321
2534	0.04294
2535	0.04589
2536	0.05726
2537	0.1005
2538	0.1123
2539	0.09146
2540	0.1464
2541	0.04507
2542	0.07331
2543	0.01624
2544	0.07862
2545	0.08782
2546	0.1025
2547	0.08216
2548	0.1287
2549	0.05693
2550	0.07127
2551	0.1015
2552	-0.002495
2553	0.01433
2554	0.06164
2555	0.04843
2556	0.1273
2557	0.03878
2558	0.1017
2559	0.05277
2560	0.08547
2561	0.113
2562	0.08957
2563	0.08688
2564	0.1008
2565	0.06523
2566	0.06333
2567	0.03676
2568	0.09762
2569	0.02052
2570	0.009793
2571	0.111
2572	0.0947
2573	0.01492
2574	0.108
2575	0.04244
2576	0.09345
2577	0.0867
2578	0.08843
2579	0.05784
2580	0.121
2581	0.04757
2582	0.07774
2583	0.07172
2584	0.1409
2585	0.1207
2586	0.06448
2587	0.05927
2588	0.07026
2589	0.0441
2590	0.02623
2591	0.1546
2592	0.1328
2593	0.03796
2594	0.05552
2595	0.05457
2596	0.0194
2597	0.01348
2598	0.1119
2599	0.05448
2600	0.05889
2601	0.08378
2602	0.02629
2603	0.1102
2604	0.1074
2605	0.04675
2606	0.03348
2607	0.06373
2608	0.1442
2609	0.1129
2610	0.1215
2611	0.0697
2612	0.1017
2613	0.06636
2614	0.0174
2615	0.06909
2616	0.09471
2617	0.1055
2618	0.1009
2619	0.03972
2620	0.0958
2621	0.0449
2622	0.0371
2623	0.1221
2624	0.03156
2625	0.03786
2626	0.08576
2627	0.09838
2628	0.07412
2629	0.01459
2630	0.06529
2631	0.09346
2632	0.02375
2633	0.07429
2634	0.05153
2635	0.04537
2636	0.06999
2637	0.06397
2638	0.05208
2639	0.056
2640	0.01628
2641	0.1109
2642	-0.01379
2643	0.07445
2644	0.05857
2645	0.05768
2646	0.05433
2647	0.03827
2648	0.1251
2649	0.1615
2650	0.1193
2651	0.1084
2652	0.1111
2653	0.0481
2654	0.07556
2655	0.04822
2656	0.1674
2657	0.06539
2658	0.06055
2659	0.04551
2660	0.04912
2661	0.06481
2662	0.0824
2663	0.126
2664	0.04122
2665	0.04246
2666	0.07829
2667	0.09828
2668	0.1488
2669	0.07118
2670	0.06287
2671	-0.005511
2672	0.03465
2673	0.07914
2674	0.1076
2675	0.06221
2676	0.07682
2677	0.04096
2678	0.05901
2679	0.06882
2680	0.03627
2681	0.06846
2682	0.05379
2683	0.1695
2684	0.04606
2685	0.07439
2686	0.04001
2687	0.04566
2688	0.08007
2689	0.07639
2690	0.03623
2691	0.03184
2692	0.04687
2693	0.04389
2694	0.05412
2695	0.1117
2696	0.06735
2697	0.04401
2698	-0.06213
2699	0.03466
2700	0.07094
2701	0.05502
2702	0.07388
2703	0.07488
2704	0.04086
2705	0.03629
2706	0.1443
2707	0.03443
2708	0.06829
2709	0.08276
2710	0.04333
2711	0.1402
2712	0.1066
2713	0.03059
2714	0.07991
2715	0.1243
2716	0.06377
2717	0.08192
2718	0.02946
2719	0.1396
2720	0.1514
2721	0.05102
2722	0.03173
2723	0.1009
2724	0.04587
2725	0.1301
2726	0.06136
2727	0.08351
2728	0.1287
2729	0.0567
2730	0.0597
2731	0.09277
2732	0.1592
2733	0.07427
2734	0.07638
2735	0.09412
2736	0.1631
2737	0.05301
2738	0.05022
2739	0.09508
2740	0.1522
2741	0.1246
2742	0.0603
2743	0.08327
2744	0.07543
2745	0.09945
2746	0.1257
2747	0.04538
2748	0.005224
2749	-0.002832
