ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"26912791";20130101;20131231;"12";15895;2944;624;12974;12422;2921;;;12568;;175;
"26912791";20120101;20121231;"12";16292;3094;269;12862;12174;3430;;;13719;155;294;
"26912791";20110101;20111231;"12";19082;4690;175;12614;10962;6468;;;15363;;1449;
"26912791";20100101;20101231;"12";17600;3405;344;11402;10507;5901;294;;18605;;474;
"26912791";20090101;20091231;"12";15700;4119;866;10947;10365;4676;;;17038;;257;
"26912791";20080101;20081231;"12";12063;6657;1159;10605;7628;1351;;0;22663;;3553;
"28798881";20110101;20111231;"12";1352;1046;522;545;-1;722;;346;3878;;498;
"28798881";20100720;20101231;"6";295;295;116;198;;37;;294;;;13;
"28767446";20110101;20111231;"12";1702;1654;924;789;49;359;;6472;;109;281;
"28767446";20100101;20101231;"12";1753;1512;274;733;484;591;;;6270;;124;
"26224232";20130101;20131231;"12";4;4;;-11;-547;15;;;;;-11;
"28749421";20120101;20121231;"12";8262;5915;2343;1751;;6811;;21360;6425;;1561;
"28749421";20111122;20111231;"2";200;200;;200;;;;;;;;
"25886398";20120101;20121231;"12";1876;1518;745;479;264;1341;;1168;;;21;
"25886398";20110101;20111231;"12";1386;1028;263;481;299;820;;2512;;;9;
"25886398";20100101;20101231;"12";1358;945;245;515;67;725;;2676;;;368;
"25886398";20090101;20091231;"12";936;557;267;284;32;571;;1909;;;68;
"25886398";20080101;20081231;"12";1488;1058;597;245;44;1136;107;2445;1053;;-5;
"26807947";20110101;20111231;"12";61758;41141;7874;29531;28512;25420;4939;;;351;2095;
"26807947";20100101;20101231;"12";54790;30295;12775;28732;20917;16022;1103;;98278;1496;8590;
"26807947";20090101;20091231;"12";24949;17209;2912;9610;8431;7198;;;91214;451;1722;
"26807947";20080101;20081231;"12";26347;19593;5282;9631;7435;9620;;;;305;3062;
"25516434";20130101;20131231;"12";17725;14379;5415;-1850;-5949;5907;;2712;7611;;-4856;
"25516434";20120101;20121231;"12";20459;13377;6251;3061;-1980;2817;;1550;9270;;-3933;
"25516434";20110101;20111231;"12";25998;13709;5280;7030;704;3864;;998;12099;17;-2654;
"25516434";20100101;20101231;"12";51343;26065;3535;9714;5610;25999;;1234;5269;361;-5185;
"25516434";20090101;20091231;"12";;;;;;;;7244;2220;;-21;
"25516434";20080101;20081231;"12";14679;14240;1138;14473;2950;206;;11134;958;;2853;
"61776572";20120101;20121231;"12";130792;19206;466;15343;10446;50348;10660;413;152305;1281;-3866;
"61776572";20110101;20111231;"12";92776;21654;314;21830;5478;47659;1877;297;142167;125;9556;
"61776572";20100101;20101231;"12";79126;27441;823;16862;-3146;34556;2951;380;135597;170;10736;
"61776572";20090101;20091231;"12";61103;14149;504;8304;-5873;17501;5966;244;123926;2682;5595;
"61776572";20080101;20081231;"12";67074;13377;927;5238;-6634;20783;6654;825;112366;7013;3141;
"25999401";20130101;20131231;"12";31540;17112;4659;8256;3824;14070;;34261;;6607;6753;
"25999401";20120101;20121231;"12";27245;14402;4147;4043;1435;16670;;34523;;555;3851;
"25999401";20110101;20111231;"12";25987;12678;3285;1655;2020;17986;;30731;;;-445;
"25999401";20100101;20101231;"12";25789;12208;3294;5241;1349;15174;173;24144;4575;;1038;
"25999401";20090101;20091231;"12";9952;8747;2366;1569;777;6467;782;19261;2732;;1112;
"25999401";20080101;20081231;"12";6945;6108;1711;997;424;5084;;12573;;;274;
"29266327";20120101;20121231;"12";3264;2992;542;1221;-16;2039;;;7509;;1289;
"29266327";20110211;20111231;"11";184;184;;184;;;;;;;-15;
"28594703";20130101;20131231;"12";7653;318;;-437;-570;2794;;;1083;;269;
"28594703";20120101;20121231;"12";8026;267;;-371;-471;2772;;;;;247;
"28594703";20110101;20111231;"12";8437;255;;-271;-369;2777;;;;;313;
"28594703";20100101;20101231;"12";8649;41;;-169;-17;2599;;;;;-36;
"28594703";20090729;20091231;"6";183;83;;183;0;;;;;;-17;
"25467395";20100101;20101231;"12";3166;2199;85;513;273;402;;2;;;29;
"25467395";20090101;20091231;"12";3221;2032;39;481;561;388;;;;;-170;
"25467395";20080101;20081231;"12";3715;2207;41;769;394;2945;;;10914;;252;
"29061237";20130101;20131231;"12";4142;3647;1112;1061;433;2593;;;18069;;1230;
"29061237";20120101;20121231;"12";3471;3461;1032;681;;2790;;;5502;;781;
"29109035";20130101;20131231;"12";10302;415;;-1899;-2293;221;;;2342;;195;
"29109035";20120101;20121231;"12";13749;3987;;-2093;-2621;7333;;;2577;;330;
"29109035";20110101;20111231;"12";13028;3255;;-2421;-20;6939;;;2519;21726;-2597;
"29109035";20101013;20101231;"3";26266;3684;;180;;20180;;;;;-20;
"29110947";20130101;20131231;"12";14886;14886;;3013;;3859;4946;;12592;;332;
"29110947";20120101;20121231;"12";23450;23450;;6743;4015;9811;2496;8359;18222;;3304;
"29110947";20110101;20111231;"12";12268;12268;;4215;3175;1690;;2634;1965;;962;
"29110947";20101129;20101231;"2";9934;9934;;3375;;5087;;9734;;;3920;
"27508617";20130101;20131231;"12";11304;2517;254;3778;-1179;2702;;296;26673;264;3985;
"27508617";20120101;20121231;"12";4437;1616;;-79;2129;3725;;474;12712;;-3279;
"27508617";20110101;20111231;"12";9941;6355;;3229;2144;5785;;7051;10569;60;-848;
"27508617";20100101;20101231;"12";11788;10390;262;3446;-3296;6585;;4257;42104;;6205;
"27508617";20090101;20091231;"12";23775;3367;775;-2289;-3321;13390;;5388;13271;;299;
"27508617";20080101;20081231;"12";6616;6153;1410;-2314;62;3328;;1912;16653;307;-3369;
"29072280";20130101;20131231;"12";77585;29552;70;2837;-1570;3007;2024;;16394;;1651;
"29072280";20120101;20121231;"12";79932;29334;70;-1370;-786;13248;4613;;7724;;1607;
"29072280";20110101;20111231;"12";78710;25139;70;-586;-86;7317;2498;1327;7536;;2118;
"29072280";20100101;20101231;"12";73431;17086;70;114;-247;74;;11930;3573;;1388;
"49967029";20120101;20121231;"12";65804;29916;12018;23437;24618;18503;13800;146836;-327;852;1075;
"49967029";20110101;20111231;"12";61506;33355;11840;24837;20970;26077;9057;155897;140;25;4896;
"49967029";20100101;20101231;"12";53011;35196;8808;26259;25053;26752;;121987;1049;;2061;
"49967029";20090101;20091231;"12";45774;28988;7210;25169;21681;16243;;100285;1460;2462;4329;
"49967029";20080101;20081231;"12";40182;26066;6046;21743;20442;15637;;84629;-94;;910;
"26022494";20130101;20131231;"12";9570;8902;1381;3329;-1299;2143;;47935;586;105;818;
"26022494";20120101;20121231;"12";15820;14931;3616;2546;-3532;6728;;49007;612;;2962;
"26022494";20110101;20111231;"12";18615;18070;4061;313;-5967;4775;4463;61360;1212;347;3453;
"26022494";20100101;20101231;"12";20445;19253;4330;-2122;-1083;9971;1218;57449;1089;1708;-4262;
"26022494";20090101;20091231;"12";32043;25976;5410;2762;4755;15143;;52871;29633;371;-5807;
"26022494";20080101;20081231;"12";41174;33819;10684;8600;3208;29001;2905;86881;29288;4137;1913;
"28586921";20130101;20131231;"12";35209;34647;709;7391;3689;27724;;87;234999;151;1755;
"28586921";20120101;20121231;"12";27077;26025;184;6097;3394;20874;;124;245432;;439;
"28586921";20110101;20111231;"12";23118;21877;203;5631;-70;17368;;;142590;236;4655;
"28586921";20100101;20101231;"12";10774;8882;227;2093;-726;10169;;444;58751;;1044;
"28586921";20090529;20091231;"8";5224;4838;;1274;;3922;;4663;9;;-712;
"25840096";20130101;20131231;"12";3503;3063;308;1564;808;1328;600;8029;114;;793;
"25840096";20120101;20121231;"12";2682;2644;679;918;633;924;840;3084;57;;129;
"25840096";20110101;20111231;"12";2838;2837;466;742;395;738;1000;3761;204;527;205;
"25840096";20100101;20101231;"12";2416;1685;122;505;315;326;775;2203;197;;229;
"25840096";20090101;20091231;"12";1551;1480;262;425;230;1081;;1905;;;153;
"25840096";20080101;20081231;"12";1403;1193;483;340;162;682;;3311;;;167;
"27738795";20120101;20121231;"12";10342;7814;4135;5849;3458;1478;;;;;1779;
"27738795";20110101;20111231;"12";9685;9145;762;4763;1094;811;;;;385;3288;
"27738795";20100101;20101231;"12";5061;4324;350;2398;348;406;;32;12825;310;1106;
"27738795";20090101;20091231;"12";2644;2544;252;1653;-291;847;;3301;;;868;
"27738795";20080101;20081231;"12";1327;1152;;9;-417;650;;165;;;221;
"29207177";20130101;20131231;"12";122643;99871;38192;22279;3283;55125;20000;162739;19454;39;1920;
"29207177";20120101;20121231;"12";89947;65538;36055;24778;5119;39930;;151893;15688;;1791;
"29207177";20110101;20111231;"12";79655;69198;34342;24676;100;39067;;105918;13468;;5464;
"29207177";20100322;20101231;"10";21697;26542;19365;10101;;11969;;23297;;;266;
"60740582";20130101;20131231;"12";63609;33232;12497;45929;40186;16868;;31643;48993;2;8073;
"60740582";20120101;20121231;"12";50602;19173;11668;40316;35359;9085;;31050;;;6816;
"60740582";20110101;20111231;"12";54792;20893;11978;40288;27480;14420;;32542;;159;16916;
"60740582";20100101;20101231;"12";57007;20984;11164;40442;29764;9708;;31728;;56;14111;
"60740582";20090101;20091231;"12";54112;17711;6905;33493;27833;7018;;19656;;;8251;
"60740582";20080101;20081231;"12";44876;15797;8303;28802;22729;7144;;31249;;14;8849;
"26320657";20130101;20131231;"12";5658;5505;494;-33116;-30478;37374;835;;73208;;-1843;
"26320657";20120101;20121231;"12";5706;;;-30378;-25165;34650;730;;69274;;-7765;
"26320657";20110101;20111231;"12";932;567;;-23931;-19523;8353;;;65441;;-6702;
"26320657";20100101;20101231;"12";3283;2812;;-18841;-21910;3818;;;39113;;-4406;
"26320657";20090101;20091231;"12";2121;1657;;-21799;-19774;2856;;;29569;;-1628;
"26320657";20080101;20081231;"12";672;-2;;-19676;-19374;5699;;;58672;1;478;
"29381657";20130101;20131231;"12";29019;20148;3707;9019;5341;9435;10000;;48795;;4256;
"29381657";20120101;20121231;"12";16320;7566;1506;5551;-1214;9355;;;32643;;7779;
"29381657";20110719;20111231;"6";8451;1647;2;-1014;;9424;;;497;;-1103;
"63491796";20100101;20101231;"12";124409;114726;68767;78361;85095;26978;15000;78767;138403;639;-5423;
"63491796";20090101;20091231;"12";177380;104297;51547;125969;116514;16880;;83484;173361;649;13938;
"63491796";20080101;20081231;"12";201690;148110;73024;116696;104284;27187;44999;123978;214702;603;16080;
"25927175";20130101;20131231;"12";37;37;;37;-63;;;;;;;
"25927175";20120101;20121231;"12";37;37;;37;-63;;;;;;;
"25927175";20110101;20111231;"12";37;37;;37;-63;;;;;;;
"25927175";20100101;20101231;"12";37;37;;37;-63;;;;;;;
"25927175";20090101;20091231;"12";37;37;;37;-61;;;;;;;
"25927175";20080101;20081231;"12";43;43;;39;-58;;4;;;;;
"28006062";20120101;20121231;"12";815;498;;-77;-138;778;114;;7035;;48;
"28006062";20110101;20111231;"12";1003;597;;-85;-144;613;475;;8500;;97;
"28006062";20100101;20101231;"12";2109;1621;;-91;-217;1234;966;42;10870;;169;
"28006062";20090101;20091231;"12";1063;487;;-164;122;707;519;;6092;;-225;
"28006062";20080204;20081231;"11";981;330;;174;;167;613;;1782;;162;
"61329568";20130101;20131231;"12";48586;22574;5582;26631;26185;21255;;2352;52769;;260;
"61329568";20120101;20121231;"12";46913;20586;4960;26710;26241;18890;;1577;44915;;198;
"61329568";20110101;20111231;"12";49421;24868;3299;26997;18180;18759;;2472;85848;;10364;
"61329568";20100101;20101231;"12";38399;22483;2453;18977;15492;18783;;38830;54325;;3600;
"61329568";20090101;20091231;"12";25483;14821;3203;16527;16709;8152;;1650;40577;;339;
"61329568";20080101;20081231;"12";26319;15886;3387;17768;15037;7118;;2209;48355;;2533;
"27825311";20130101;20131231;"12";169532;141835;7000;118790;1251;32196;;;9725;;2636;
"27825311";20120101;20121231;"12";178949;165170;9000;131023;840;47607;;;6296;;4794;
"27825311";20110101;20111231;"12";173054;172165;;128220;512;44589;;;2249;0;1633;
"27825311";20100101;20101231;"12";124251;124223;;122614;367;1393;;;9;;3;
"27825311";20090101;20091231;"12";122644;122873;;122460;-4;184;;;;;-9;
"27825311";20080101;20081231;"12";1996;596;;1996;;;;;;;;
"00884880";20130101;20131231;"12";84371;68052;41845;29234;16066;37014;17751;;454552;384;5733;
"00884880";20120101;20121231;"12";72346;54129;33955;28592;6994;42848;589;;470003;3269;12521;
"00884880";20110101;20111231;"12";82741;63939;35465;19520;-117;48000;15092;;439089;3366;12434;
"00884880";20100101;20101231;"12";99731;79350;49345;12409;-8020;83955;;;471560;;10979;
"00884880";20090101;20091231;"12";122660;99738;60749;4090;-6240;117018;;;400801;242;1613;
"00884880";20080101;20081231;"12";140896;115312;64057;-6130;14455;125293;18455;;447908;3;-12398;
"29372801";20130101;20131231;"12";86624;38099;10504;18668;-306;46725;;292;57549;341;-5792;
"29372801";20121018;20121231;"3";24551;6424;;694;;23835;;;;;-334;
"28613325";20110101;20111231;"12";9439;9439;;2346;-13;5986;;;7616;;2161;
"24747629";20120101;20121231;"12";200;200;;200;;;;;;;;
"24747629";20110101;20111231;"12";200;200;;200;;;;;;;;
"24747629";20101015;20101231;"3";200;200;;200;;;;;;;;
"01589270";20130101;20131231;"12";3309;3309;;275;;3034;;251;13;;94;
"25568345";20130101;20131231;"12";122042;81181;43607;73137;64874;39034;5000;;210111;17361;7207;
"25568345";20120101;20121231;"12";130171;71523;41557;66073;92560;56877;;;200523;10343;-26967;
"25568345";20110101;20111231;"12";152284;89991;39215;133761;127619;13966;;;216353;14046;5516;
"25568345";20100101;20101231;"12";148663;85233;40036;128818;116183;13852;;;199571;13685;15284;
"25568345";20090101;20091231;"12";133306;66019;30401;117384;112644;11211;;;188539;8962;6632;
"25568345";20080101;20081231;"12";168543;106799;51585;113843;85842;24363;25000;;312188;17612;33167;
"28776739";20110101;20111231;"12";222;22;;101;-58;121;;;256;;-32;
"28776739";20100101;20101231;"12";249;49;;142;;107;;7;153;;-53;
"28103521";20130101;20131231;"12";43755;30436;10978;33536;886;9549;;;66210;;12907;
"28103521";20120101;20121231;"12";33539;22189;7158;25503;-1505;5070;2844;;45146;;7433;
"28103521";20110101;20111231;"12";29380;16530;3484;19525;-3676;2128;5625;;23100;174;2619;
"28103521";20100101;20101231;"12";18566;9698;2132;17355;-1882;1211;;;13700;;-1215;
"28103521";20090428;20091231;" 9";19888;9555;1425;19148;;740;;;3327;;-2102;
"28097271";20100101;20101231;"12";793;765;303;288;;505;;1464;420;;94;
"28097271";20090217;20091231;"11";282;282;97;14;;268;;287;86;;-185;
"28778758";20130101;20131231;"12";12295;3683;2160;9797;;2190;;;3491;750;57;
"28778758";20120101;20121231;"12";13799;5716;4039;9786;6027;3125;;;4634;;4592;
"28778758";20110101;20111231;"12";18488;10651;4836;6247;5;2704;;;3675;;7492;
"28778758";20100101;20101231;"12";4101;2837;;215;-3;3771;;;5439;;134;
"28778758";20090101;20091231;"12";212;200;;197;;15;;;;;-2;
"26345269";20130701;20140630;"12";268;215;4;252;243;15;;24;;;-437;
"26345269";20120101;20130630;"18";970;793;11;793;178;108;;520;;;231;
"26345269";20110101;20111231;"12";1540;1251;;1328;785;207;;;;;107;
"26345269";20100101;20101231;"12";1613;870;;1335;753;274;;;;;184;
"26345269";20090101;20091231;"12";3392;1870;;2803;2042;587;;19;;209;540;
"26345269";20080101;20081231;"12";12351;5870;;8592;6324;2757;837;12;31198;31;2466;
"28641523";20120101;20121231;"12";7276;4943;1906;3388;1307;2216;200;13;18475;;2308;
"28641523";20110101;20111231;"12";4111;3989;823;1517;-9;2261;;113;10344;;1658;
"28641523";20101118;20101231;"2";214;200;;190;;24;;;;;-10;
"29114683";20130101;20131231;"12";20777;12292;1827;4137;1418;957;;;19917;;2388;
"29114683";20120101;20121231;"12";20981;9959;2086;1628;-77;19296;;;18579;54;2256;
"29114683";20110321;20111231;"10";1266;769;25;123;;1143;;;;;-71;
"46982621";20130101;20131231;"12";91620;41851;7354;51519;36622;14598;25503;;107633;958;18448;
"46982621";20120101;20121231;"12";69054;25705;6574;36755;32151;10766;15758;;86503;878;6876;
"46982621";20110101;20111231;"12";75447;27264;7741;32770;31314;11906;13570;;107102;3;3372;
"46982621";20100101;20101231;"12";75411;21615;6287;32267;32405;5908;14322;223;80267;96;1538;
"46982621";20090101;20091231;"12";75411;21615;6287;32267;32405;5908;14322;223;80267;96;1538;
"46982621";20080101;20081231;"12";87645;28012;7596;35536;36374;9178;14322;14;86778;;2448;
"61974170";20130101;20131231;"12";8312;4531;2070;6582;856;896;;6491;8917;;254;
"61974170";20120101;20121231;"12";10467;6123;1828;6697;624;1023;;5482;10193;;385;
"61974170";20110101;20111231;"12";10612;5642;1410;6703;5245;3406;;4182;8842;;-261;
"61974170";20100101;20101231;"12";10109;4252;1008;7073;5258;2422;200;4274;7847;;103;
"61974170";20090101;20091231;"12";12594;6318;642;7087;4968;4568;500;4036;10640;;554;
"61974170";20080101;20081231;"12";9197;4333;1477;6795;5513;1076;958;4245;6286;;-466;
"28285948";20100101;20101231;"12";4157;3843;;710;335;2107;1089;6774;;244;354;
"28285948";20090101;20091231;"12";3049;2696;;545;131;1550;954;7546;;;384;
"28285948";20080521;20081231;" 7";2909;2459;1389;341;;2568;;2481;;;196;
"26496135";20130101;20131231;"12";14935;12525;2494;13777;13172;965;;;19196;;-79;
"26496135";20120101;20121231;"12";16080;13829;3068;14221;14441;1681;;;22174;;-432;
"26496135";20110101;20111231;"12";16249;13512;2709;14661;14961;1435;;;24375;;-486;
"26496135";20100101;20101231;"12";17277;14093;3186;15210;13936;1925;;;26328;;1329;
"26496135";20090101;20091231;"12";16072;13016;3168;14156;14255;1764;;;26394;12;-273;
"26496135";20080101;20081231;"12";15946;12153;3134;14475;12494;1321;;;31718;2861;2334;
"28643429";20110101;20111231;"12";399;272;22;211;-13;29;;396;1759;;24;
"28643429";20101216;20101231;"1";2;2;;-13;;;;;;;-13;
"24208809";20130101;20131231;"12";190;190;;190;-10;;;;;;;
"24208809";20120123;20121231;"12";190;190;;190;;;;;;;-6;
"26301890";20120101;20121231;"12";68698;46459;44044;26955;4751;25752;12917;355;84697;1200;2493;
"26301890";20110101;20111231;"12";78707;53226;33353;26601;4403;38748;13020;250;81348;;2856;
"26301890";20100101;20101231;"12";73613;44178;25110;26214;4003;36810;10589;1557;56307;3766;1974;
"26301890";20090101;20091231;"12";78466;43482;22193;31073;4028;34322;13071;;51234;154;1513;
"26301890";20080101;20081231;"12";81117;46536;19378;25797;3093;38420;15182;;70186;578;2794;
"25578367";20130101;20131231;"12";27401;22893;86;521;352;26845;;;22308;;94;
"25578367";20120101;20121231;"12";28738;22418;243;462;1185;28207;;;35597;;-642;
"25578367";20110101;20111231;"12";17083;14323;2477;1294;1142;15654;;127;39730;9;114;
"25578367";20100101;20101231;"12";14777;13870;2860;1252;1072;12917;592;;29441;;243;
"25578367";20090101;20091231;"12";16371;15356;1284;1416;1079;14848;59;;38308;;422;
"25578367";20080101;20081231;"12";14673;13745;2989;1629;1453;11811;;245;;217;335;
"28182138";20130101;20131231;"12";198348;108333;56985;68090;-91501;20870;;34314;272839;4668;19146;
"28182138";20120101;20121231;"12";178894;100338;59157;56714;-93434;19525;;25902;264618;5010;6600;
"28182138";20110101;20111231;"12";197009;118958;74369;11968;-61293;66751;;11283;240226;2477;-22179;
"28182138";20100101;20101231;"12";182316;114242;68171;44105;-49890;23206;;6147;243728;6154;-16864;
"28182138";20090101;20091231;"12";134990;87411;68123;-49490;-41823;156402;;1041;164256;7078;-7420;
"28182138";20090101;20090101;"1";69228;39608;29959;-41422;-41822;84360;;;;;;
"28182138";20080101;20081231;"12";200;200;;200;;;;;;;;
"25560174";20120101;20121231;"12";94718;63057;26889;24649;21911;18179;9187;284943;34567;941;4265;
"25560174";20110101;20111231;"12";91252;55810;24524;22189;15637;33034;1984;245042;35138;261;8537;
"25560174";20100101;20101231;"12";66682;34141;18000;16048;13239;15187;1472;150919;28710;574;740;
"25560174";20090101;20091231;"12";61313;28642;11647;13348;12746;13639;;135731;23328;108;1270;
"25560174";20080101;20081231;"12";62141;32230;10216;12856;12590;10905;;234185;9535;85;2001;
"25314017";20130101;20131231;"12";20326;15605;6291;12390;12426;3675;2949;22657;4036;;741;
"25314017";20120101;20121231;"12";22105;15758;5680;11991;9763;4500;2853;24381;3824;84;2831;
"25314017";20110101;20111231;"12";21242;13801;5055;10015;8296;4264;3044;22781;4177;114;2631;
"25314017";20100101;20101231;"12";19877;12910;5243;8304;7575;5402;1214;21554;3888;143;1191;
"25314017";20090101;20091231;"12";17989;13102;5937;7839;6469;5186;2008;19452;3145;;2103;
"25314017";20080101;20081231;"12";18500;12988;6288;6841;4984;5037;2317;23364;2825;81;3134;
"29455171";20130101;20131231;"12";203;203;;183;-15;20;;;;;;
"29455171";20121019;20121231;" 3";205;205;;185;;20;;;;;-15;
"26274744";20130101;20131231;"12";118528;83612;24082;41101;9271;25407;7306;11392;123687;1371;-481;
"26274744";20120101;20121231;"12";94548;43931;19596;32785;7126;14989;2000;15786;80635;211;2959;
"26274744";20110101;20111231;"12";99874;52942;18832;30640;2333;18620;921;83200;78052;10037;5662;
"26274744";20100101;20101231;"12";106720;54435;25897;25847;824;17671;13033;79727;64471;5784;2478;
"26274744";20090101;20091231;"12";94811;48329;22845;24338;;13424;5315;84278;63208;868;1691;
"26274744";20080101;20081231;"12";114439;65812;30279;68581;55534;27493;7092;113564;91067;5;12560;
"26274744";20080101;20080101;"1";102395;59895;24899;56515;55535;23192;6571;;;;;
"28763122";20100101;20101231;"12";376;376;;237;;139;;;776;;45;
"25870599";20120401;20130331;"12";232382;81615;49768;136099;78120;61441;4975;;535591;3682;30974;
"25870599";20110401;20120331;"12";197268;77234;45733;113703;57704;59709;4489;;585903;3878;29386;
"25870599";20100101;20110331;"15";187631;86968;50130;92213;43152;53072;19538;;547825;2367;18973;
"25870599";20090101;20091231;"12";154421;46213;29729;76894;42250;32521;15086;;319949;746;5418;
"25870599";20080101;20081231;"12";189666;70572;48680;75945;29210;60184;16936;;655584;1608;23891;
"29188601";20130101;20131231;"12";10637;9127;2379;4238;5182;4362;1100;;30211;;-1435;
"29188601";20120101;20121231;"12";8974;6657;1685;5443;3457;1317;1100;;33151;;2851;
"29188601";20110101;20111231;"12";8633;6304;1616;4297;2671;1654;1100;;36632;;1592;
"29188601";20091110;20101231;"14";5465;4559;1184;2891;;890;;858;25108;;3698;
"00544752";20130101;20131231;"12";1504209;1307354;157658;1333991;27118;141089;13991;1016;745956;1014;44503;
"00544752";20120101;20121231;"12";523060;293312;191624;236733;123979;151675;124919;1486;610993;12480;38244;
"00544752";20110101;20111231;"12";418462;204130;111729;246519;140196;150464;17529;10071;524021;7303;43042;
"00544752";20100101;20101231;"12";415260;188913;70191;236780;143729;123111;43552;49673;418626;40600;33125;
"00544752";20090101;20091231;"12";365007;145250;55213;236548;126550;124609;;41768;375429;31615;68026;
