ICO;FIRMA75;DAT_OD;POC_MESICU;AKTIVACELK;KP;VLASTNIJM;CIZIZDROJE;KZ;TZPZ;V;TZPVVAS;OHANIM;PROVHOSPV;NU;HOSPVZUO;
"I» firmy";"N·zev firmy";"ZaË·tek obdobÌ";"PoËet mÏsÌc˘ ˙ËetnÌ z·vÏrky";"Aktiva celkem - tis. KË";"Kr·tkodobÈ pohled·vky - tis. KË";"VlastnÌ kapit·l - tis. KË";"CizÌ zdroje - tis. KË";"Kr·tkodobÈ z·vazky - tis. KË";"Trûby za prodej zboûÌ - tis. KË";"V˝kony - tis. KË";"Trûby za prodej vlastnÌch v˝robk˘ a sluûeb - tis. KË";"Odpisy dlouhodobÈho nehmotnÈho a hmotnÈho majetku - tis. KË";"ProvoznÌ v˝sledek hospoda¯enÌ - tis. KË";"N·kladovÈ ˙roky - tis. KË";"V˝sledek hospoda¯enÌ za ˙ËetnÌ obdobÌ (+/-) - tis. KË";
"28336623";"PZseals, s.r.o.";20110101;"12";1;;1;;;;;;;;;;
"28336623";"PZseals, s.r.o.";20100101;"12";1;;1;;;;;;;;;-3;
"28336623";"PZseals, s.r.o.";20090409;"9";4;;4;;;;46;46;;-193;;-196;
"14705192";"Quins, s.r.o.";20130101;"12";15849;5171;10947;4902;2278;;23069;22294;302;1257;115;969;
"14705192";"Quins, s.r.o.";20120101;"12";14344;6126;9978;4366;2227;;22426;23321;381;-737;91;-726;
"14705192";"Quins, s.r.o.";20110401;" 9";14653;4110;10704;3949;2703;;15624;16059;216;647;55;442;
"14705192";"Quins, s.r.o.";20100401;"12";13014;4022;10263;2751;2104;;18386;18596;370;836;9;735;
"14705192";"Quins, s.r.o.";20090401;"12";12086;3334;9799;2287;2247;;18081;16713;364;-419;;-534;
"14705192";"Quins, s.r.o.";20080401;"12";13513;4697;10605;2908;2752;;32063;32840;436;-612;42;-657;
"28124367";"R.O.S.P, s.r.o.";20130101;"12";8807;4707;6120;2687;2175;6521;13195;13195;227;4524;51;3626;
"28124367";"R.O.S.P, s.r.o.";20120101;"12";5744;2450;2494;3250;3145;3670;12785;12785;333;1293;45;952;
"28124367";"R.O.S.P, s.r.o.";20110101;"12";3841;2027;1542;2299;2164;1120;9776;9776;207;1410;;1090;
"28124367";"R.O.S.P, s.r.o.";20100617;"7";1958;1361;452;1498;1498;32;3072;3072;;328;;252;
"49813994";"Radanal, s.r.o.";20120101;"12";11617;803;11052;397;397;2927;1639;1639;506;113;;-6;
"49813994";"Radanal, s.r.o.";20110101;"12";12090;594;11008;833;833;3905;1014;1014;683;1918;;1616;
"49813994";"Radanal, s.r.o.";20100101;"12";11268;12;9337;1725;1725;12775;448;448;1310;2879;;2282;
"49813994";"Radanal, s.r.o.";20090101;"12";9440;931;7055;2170;2170;9476;828;828;1882;607;;449;
"49813994";"Radanal, s.r.o.";20080101;"12";8325;1088;6551;1606;1606;7363;1590;1590;1408;1266;;874;
"42937400";"RADKAspol.s r.o. Pardubice";20130101;"12";427555;162733;352154;74744;52044;512187;9972;9139;5959;25828;366;34682;
"42937400";"RADKAspol.s r.o. Pardubice";20120101;"12";452115;176681;385892;53363;42563;551928;7427;7184;6348;46908;99;88060;
"42937400";"RADKAspol.s r.o. Pardubice";20110101;"12";432133;142388;371598;58658;49058;556019;6146;5981;4709;44596;200;37155;
"42937400";"RADKAspol.s r.o. Pardubice";20100101;"12";392078;119317;341607;48827;48827;525933;4483;4339;4035;34662;73;27856;
"42937400";"RADKAspol.s r.o. Pardubice";20090101;"12";352598;105274;317048;35161;35161;407877;2884;2884;5026;23569;;25050;
"42937400";"RADKAspol.s r.o. Pardubice";20080101;"12";329348;97846;293568;33851;33801;507197;2229;2229;4392;38533;;37018;
"26956594";"Rapur, s.r.o.";20130101;"12";7676;2705;5858;1815;680;56;11715;11715;183;315;19;233;
"26956594";"Rapur, s.r.o.";20120101;"12";9771;3554;6026;3744;889;;14362;14362;181;2737;;2237;
"26956594";"Rapur, s.r.o.";20110101;"12";8401;2662;3788;4612;2157;18;10269;10269;272;1222;;972;
"26956594";"Rapur, s.r.o.";20100101;"12";6416;983;2817;3599;1934;;7888;7888;353;132;;72;
"26956594";"Rapur, s.r.o.";20090101;"12";5803;3665;2745;3058;3058;287;10035;10334;412;-86;;-81;
"26956594";"Rapur, s.r.o.";20080101;"12";4771;1963;2827;1944;1944;;9353;9054;398;62;;40;
"29240859";"RB profiles, s.r.o.";20120101;"12";454;73;70;378;378;;1265;1265;79;24;;45;
"29240859";"RB profiles, s.r.o.";20110101;"12";442;49;25;415;415;;871;871;39;-166;;-104;
"29240859";"RB profiles, s.r.o.";20100915;"4";281;;129;152;152;;;;;-72;;-73;
"26768747";"Re-PET, s.r.o.";20100101;"12";1187;1058;-302;1489;1387;;1056;1056;28;-38;6;-69;
"26768747";"Re-PET, s.r.o.";20090101;"12";1254;736;-233;1487;1394;;1136;1136;;-14;1;-17;
"26768747";"Re-PET, s.r.o.";20080101;"12";3323;2635;-216;3539;3426;531;3053;3053;49;2009;20;1974;
"29256330";"Real Sped, s.r.o.";20120101;"12";9971;4308;286;9685;9685;62906;906;906;;362;126;8;
"29256330";"Real Sped, s.r.o.";20110101;"12";2844;2590;278;2561;2261;34048;2120;;;612;;78;
"27746054";"real vision services, s.r.o.";20110101;"12";1854;1495;338;1516;1460;;2275;2275;;147;;143;
"27746054";"real vision services, s.r.o.";20100101;"12";270;2;195;75;;;;;;;;;
"60875577";"Realistav, s.r.o.";20120401;"12";45138;13514;5483;39632;25427;62;38483;47404;585;-13385;707;-13981;
"60875577";"Realistav, s.r.o.";20110101;"12";59429;24137;19465;39672;18757;6822;54398;54452;471;1534;946;627;
"60875577";"Realistav, s.r.o.";20100101;"12";73453;33548;18834;54048;28909;17742;64126;61690;554;7937;770;7269;
"60875577";"Realistav, s.r.o.";20090101;"12";63495;20414;11602;51723;29039;5914;47822;42825;878;-11120;713;-12015;
"60875577";"Realistav, s.r.o.";20080101;"12";82543;38618;23692;58819;37885;5417;144810;149409;944;6826;1594;3921;
"28296150";"Rebel sport, s.r.o.";20120101;"12";181;;-122;303;303;;30;30;;8;;6;
"28296150";"Rebel sport, s.r.o.";20110101;"12";178;1;-128;306;306;;60;60;;-26;;-29;
"28296150";"Rebel sport, s.r.o.";20100101;"12";200;;-100;300;300;;30;30;;-14;;-16;
"28859880";"Recutech, s.r.o.";20130101;"12";95216;46179;26945;67637;22850;;61874;61461;3717;1417;569;-895;
"47718129";"Recyklo, s.r.o.";20120101;"12";46672;21611;27070;18638;18382;166803;129765;117833;1556;26607;;21078;
"47718129";"Recyklo, s.r.o.";20110101;"12";55762;34974;29087;24708;21077;174207;119810;118989;2278;17824;;14870;
"47718129";"Recyklo, s.r.o.";20100101;"12";58458;28412;38810;15608;8961;65207;161687;160898;2149;36245;;28944;
"47718129";"Recyklo, s.r.o.";20090101;"12";49782;24226;37713;12069;6712;74081;113627;113491;1416;26374;;20089;
"47718129";"Recyklo, s.r.o.";20080101;"12";49397;28085;22762;26635;22664;133691;110689;110058;1370;18700;;13637;
"29110718";"Regular economy, s.r.o.";20120101;"12";3475;3069;1265;2210;2210;;597;597;;-106;;212;
"29110718";"Regular economy, s.r.o.";20110101;"12";1119;793;1053;66;66;;128;;;-61;;-47;
"27374149";"Remax 11, s.r.o.";20110101;"12";413;43;108;305;305;;;;;-2;;-2;
"27374149";"Remax 11, s.r.o.";20100101;"12";415;43;109;306;306;;;;;-3;;-4;
"27374149";"Remax 11, s.r.o.";20090101;"12";420;43;113;307;307;;;;;-7;;-9;
"27374149";"Remax 11, s.r.o.";20080101;"12";424;43;122;302;302;;;;;-4;;-5;
"28809271";"Remycont, s.r.o.";20130101;"12";5016;690;812;4204;2203;4497;2734;;572;399;55;313;
"28809271";"Remycont, s.r.o.";20120101;"12";2497;353;-231;2682;2313;3515;2218;2218;201;108;37;40;
"28809271";"Remycont, s.r.o.";20110101;"12";1903;668;-271;2134;1714;2430;723;723;66;-76;8;-96;
"28809271";"Remycont, s.r.o.";20101124;" 2";479;129;-175;655;655;89;;;;-375;;-375;
"28969685";"Renewal Agency, s.r.o.";20130101;"12";10944;2015;6032;4921;4910;;21288;21288;141;4871;;3786;
"28969685";"Renewal Agency, s.r.o.";20120101;"12";6110;474;2246;3867;3857;;15879;15879;33;2181;;1683;
"28969685";"Renewal Agency, s.r.o.";20110101;"12";4085;1122;564;3524;3524;;7361;7361;;442;;306;
"28969685";"Renewal Agency, s.r.o.";20100101;"12";1589;688;258;1331;1331;;2979;2979;;87;;65;
"28969685";"Renewal Agency, s.r.o.";20091008;"3";193;;193;;;;;;;-7;;-7;
"24310174";"Renolit T·bor, s.r.o.";20130101;"12";52317;20317;1635;50461;45169;138165;1953;1953;1254;49;234;-1594;
"24310174";"Renolit T·bor, s.r.o.";20120604;" 7";41333;5516;3229;38104;35589;54250;352;352;988;-4595;82;-4971;
"29366411";"Renvoi, s.r.o.";20130101;"12";1010;2;247;763;363;;2425;1693;6;69;;33;
"29366411";"Renvoi, s.r.o.";20120814;" 5";672;5;214;458;458;;369;369;;19;;14;
"29106907";"Repelo stavby, s.r.o.";20130101;"12";4963;4863;271;4692;4692;;31266;31266;15;55;;15;
"29106907";"Repelo stavby, s.r.o.";20120101;"12";4887;4623;256;4631;4631;;28198;28198;38;74;;43;
"47718111";"Replast holding, s.r.o.";20130101;"12";109330;5715;103870;5453;2565;1360;28386;28386;3543;13516;;33611;
"47718111";"Replast holding, s.r.o.";20120101;"12";101358;8290;96977;4374;1975;26;28257;28257;3428;15249;;54711;
"47718111";"Replast holding, s.r.o.";20110101;"12";91329;22328;80825;10497;5122;105;28517;28517;3381;15045;225;44958;
"47718111";"Replast holding, s.r.o.";20100101;"12";101719;38355;76235;25484;20290;42;28070;28070;4361;15652;898;39192;
"47718111";"Replast holding, s.r.o.";20090101;"12";82213;23351;61324;20888;6544;59;27471;27471;4921;11794;635;15750;
"47718111";"Replast holding, s.r.o.";20080101;"12";73868;30331;54731;19137;14250;66;26748;26748;5485;10942;78;52043;
"25245945";"Replast Produkt, s.r.o.";20130101;"12";;;46194;13975;11157;272;116086;113392;1325;27765;7;23787;
"25245945";"Replast Produkt, s.r.o.";20120101;"12";50867;8296;38204;12630;8931;957;115336;132426;1346;24329;41;19420;
"25245945";"Replast Produkt, s.r.o.";20110101;"12";68966;10580;38481;30459;25481;380;101579;107553;1272;13490;82;11005;
"25245945";"Replast Produkt, s.r.o.";20100101;"12";71100;11400;35050;36024;30967;360;92714;86753;1124;7236;95;5493;
"25245945";"Replast Produkt, s.r.o.";20090101;"12";66850;8753;29555;37266;28813;1168;114152;88435;1201;9417;189;6888;
"25245945";"Replast Produkt, s.r.o.";20080101;"12";45430;9411;22649;22752;12129;306;112848;105295;904;14260;453;10667;
"27784550";"Rexglas, s.r.o.";20130101;"12";2369;807;734;1632;1632;9;2438;;104;293;22;286;
"27784550";"Rexglas, s.r.o.";20120101;"12";3011;1399;448;2559;2559;;5203;5203;171;1406;14;1373;
"27784550";"Rexglas, s.r.o.";20110101;"12";1709;121;-925;2628;2395;;1581;;153;-165;121;-302;
"27784550";"Rexglas, s.r.o.";20100101;"12";2247;551;-554;2801;1776;;1058;1058;201;-414;163;-594;
"27784550";"Rexglas, s.r.o.";20090101;"12";2229;332;36;2193;850;;2164;2164;135;-1030;106;-1158;
"29395968";"RF Belt, s.r.o.";20130101;"12";1373;570;988;385;385;3785;145;145;47;757;;589;
"29395968";"RF Belt, s.r.o.";20120206;"11";1274;653;399;875;875;3797;275;275;24;272;;199;
"27740773";"Rigum, s.r.o.";20130101;"12";51086;5602;14564;36522;4162;9071;51795;;5608;8093;1452;5034;
"27740773";"Rigum, s.r.o.";20120101;"12";45529;8576;12714;32815;7069;24776;28660;;5122;5321;1214;2857;
"27740773";"Rigum, s.r.o.";20110101;"12";38348;6222;9403;28945;9599;55385;2964;;5081;4405;680;2711;
"27740773";"Rigum, s.r.o.";20100101;"12";28567;4117;9763;18804;7084;47173;2154;;3424;2652;249;1703;
"27740773";"Rigum, s.r.o.";20090101;"12";19449;4486;11082;8367;6114;36455;1;;1708;1409;13;857;
"27740773";"Rigum, s.r.o.";20080101;"12";10114;1969;6087;4027;3978;42103;89;89;21;3047;;2145;
"60108436";"RM Plastig, s.r.o.";20130101;"12";11064;2098;8950;2114;757;;5731;6528;;-205;71;-266;
"60108436";"RM Plastig, s.r.o.";20120101;"12";12134;2106;9781;2194;837;;8701;9016;174;608;94;422;
"60108436";"RM Plastig, s.r.o.";20110101;"12";13012;2014;9923;2946;440;;8678;10614;;308;104;189;
"60108436";"RM Plastig, s.r.o.";20100101;"12";15882;2778;10299;5421;365;;12503;12094;222;1286;528;377;
"60108436";"RM Plastig, s.r.o.";20090101;"12";16340;3673;10486;5854;1012;;9950;10805;190;1342;8;1066;
"60108436";"RM Plastig, s.r.o.";20080101;"12";16851;4806;9935;6916;1810;;14599;13827;628;2512;520;1538;
"26397510";"Robatech CZ, s.r.o.";20120101;"12";23166;5881;9452;13714;12286;27516;437;437;544;7410;87;5886;
"26397510";"Robatech CZ, s.r.o.";20110101;"12";13755;2997;3566;10189;9674;19788;364;364;216;4495;36;3332;
"26397510";"Robatech CZ, s.r.o.";20100101;"12";10490;3592;233;10257;10031;19483;726;726;280;-1269;68;-2287;
"26397510";"Robatech CZ, s.r.o.";20090101;"12";11195;3211;3520;7610;7287;15497;706;706;67;668;33;295;
"26397510";"Robatech CZ, s.r.o.";20080101;"12";7158;896;3225;3932;3932;12413;1134;1134;96;748;12;114;
"25524194";"Roja International, s.r.o.";20120101;"12";50357;27907;31332;19025;6012;;49587;49587;998;3870;273;1326;
"25524194";"Roja International, s.r.o.";20110101;"12";39720;17033;30006;9714;7051;;54756;54756;833;3824;235;2539;
"25524194";"Roja International, s.r.o.";20100101;"12";40691;19059;27467;13224;8601;;58993;59270;829;8701;293;6794;
"25524194";"Roja International, s.r.o.";20090101;"12";30753;5871;20673;10080;5020;;50690;50413;623;4132;290;3201;
"25524194";"Roja International, s.r.o.";20080101;"12";27688;7002;17472;10216;4292;1566;57519;54592;568;8171;313;6165;
"27489060";"Roll Star, s.r.o.";20120101;"12";1404;307;344;1060;989;;8977;8977;471;-722;17;-701;
"27489060";"Roll Star, s.r.o.";20110101;"12";2685;400;1045;1640;1536;;12450;12450;747;11;23;-87;
"27489060";"Roll Star, s.r.o.";20100101;"12";2157;375;1132;1025;893;;10079;10079;877;-679;16;-755;
"27489060";"Roll Star, s.r.o.";20090101;"12";3280;335;1887;1393;1311;45;16254;16254;920;948;48;726;
"27489060";"Roll Star, s.r.o.";20080101;"12";3184;306;1082;2102;1780;36;18464;18464;937;632;91;310;
"27478351";"Rollatech CZ, s.r.o.";20130101;"12";2942;1065;1988;954;895;7141;182;133;76;186;28;82;
"27478351";"Rollatech CZ, s.r.o.";20110101;"12";2813;874;1998;815;662;6693;117;61;19;91;;44;
"27478351";"Rollatech CZ, s.r.o.";20100101;"12";2873;1326;1954;919;919;6522;49;;;-17;;-45;
"27478351";"Rollatech CZ, s.r.o.";20090101;"12";2589;1134;1999;590;590;5727;;;;228;3;149;
"27478351";"Rollatech CZ, s.r.o.";20080101;"12";2819;1353;1849;970;836;6129;;;;819;3;640;
"28175247";"Roltechnik, a.s.";20120101;"12";364065;52596;24480;339585;57631;162965;226841;222646;4938;8782;10639;9085;
"28175247";"Roltechnik, a.s.";20110101;"12";410808;76247;15395;395413;91880;165422;248339;246523;4814;9830;12291;-23548;
"28175247";"Roltechnik, a.s.";20100101;"12";427780;80490;38943;388837;70484;111409;275419;309670;4944;17223;14210;12043;
"28175247";"Roltechnik, a.s.";20090101;"12";448176;80765;26900;421276;73192;79238;353247;377028;4415;20446;20168;1814;
"28175247";"Roltechnik, a.s.";20080101;"12";522173;95183;25086;497087;110594;81500;418051;415694;4312;27897;25074;-21532;
"28793595";"Rosengart, a.s.";20120101;"12";14229;1415;741;13488;13036;;2790;2790;;-179;95;-332;
"28793595";"Rosengart, a.s.";20110101;"12";13111;339;1073;12038;11030;;2045;;;-683;160;-930;
"28793595";"Rosengart, a.s.";20100505;"8";14141;2053;2003;12137;10955;;1519;;;9;54;3;
"29238480";"Rotoplast CZ, s.r.o.";20130101;"12";26829;4749;6850;19923;14287;;84598;84375;428;3590;221;2718;
"29238480";"Rotoplast CZ, s.r.o.";20120101;"12";17132;7257;4134;12981;6961;;67193;67411;;3625;281;2396;
"29238480";"Rotoplast CZ, s.r.o.";20110101;"12";20516;8616;1738;18746;9731;;91460;91440;;1873;142;1543;
"29238480";"Rotoplast CZ, s.r.o.";20100830;"5";197;;195;2;2;;;;;-4;;-5;
"28676246";"Roza LBC, s.r.o.";20100101;"12";251;;244;7;7;;;;;-2;;-2;
"28676246";"Roza LBC, s.r.o.";20090101;"12";253;;245;8;8;81;;;;52;;50;
"28617151";"RPA Izolace, s.r.o.";20130101;"12";11473;7205;2807;8666;7907;;22807;22674;547;1655;86;705;
"28617151";"RPA Izolace, s.r.o.";20120101;"12";12696;8722;2102;10594;9979;;15186;15203;436;698;85;689;
"28617151";"RPA Izolace, s.r.o.";20110101;"12";10864;7913;1412;9452;9067;22740;978;591;192;396;33;79;
"29235171";"RPG Recycling, s.r.o.";20130101;"12";36023;15461;4465;31558;15152;23435;64145;55751;1994;5807;751;4206;
"29235171";"RPG Recycling, s.r.o.";20120101;"12";25674;11038;258;25148;20301;9373;54809;52623;1094;1753;261;785;
"29235171";"RPG Recycling, s.r.o.";20110101;"12";23429;9769;-526;23918;20242;7130;60275;51482;202;-1037;116;-616;
"29235171";"RPG Recycling, s.r.o.";20100828;"5";238;;89;149;149;;;;3;-110;;-111;
"28631366";"RS Fish ryb·¯skÈ pot¯eby, s.r.o.";20110101;"12";4075;265;1321;2754;2754;8519;1;1;55;1232;;1065;
"28631366";"RS Fish ryb·¯skÈ pot¯eby, s.r.o.";20100720;"6";1121;133;256;864;864;1397;;;;79;;56;
"00570036";"Rudolf Koller, s.r.o.";20130101;"12";165723;72760;135631;30092;25367;5308;187909;183953;10884;270;;4390;
"00570036";"Rudolf Koller, s.r.o.";20120101;"12";173017;61229;143854;29163;24113;3252;201541;193926;14720;1622;;1197;
"00570036";"Rudolf Koller, s.r.o.";20110101;"12";195593;45060;168166;27427;22329;3647;186660;180078;14335;6661;;9289;
"00570036";"Rudolf Koller, s.r.o.";20100101;"12";188699;51942;164620;24076;19238;968;187638;177033;15186;5015;;3543;
"00570036";"Rudolf Koller, s.r.o.";20090101;"12";175684;63964;161077;14599;9883;389;157750;154549;17927;-13683;;-13238;
"00570036";"Rudolf Koller, s.r.o.";20080101;"12";203011;75123;174306;28702;22911;1592;180632;160261;16698;-23541;601;-26862;
"26741334";"RUG CZ, s.r.o.";20130101;"12";40568;6099;2940;37020;9936;-30;119160;116538;918;-272;817;-1849;
"26741334";"RUG CZ, s.r.o.";20120101;"12";39787;14315;2205;37538;32355;9904;54064;51694;198;-1052;316;-1926;
"26741334";"RUG CZ, s.r.o.";20110101;"12";10388;9779;4131;5890;2961;29782;879;879;430;-3900;42;-3031;
"26741334";"RUG CZ, s.r.o.";20100101;"12";17284;13636;10762;5863;5659;32446;41;41;458;2423;;1704;
"26741334";"RUG CZ, s.r.o.";20090101;"12";21414;11247;15210;5760;5361;34398;;;416;3072;;2255;
"26741334";"RUG CZ, s.r.o.";20080101;"12";21113;12968;12954;6585;5567;36633;;;383;8058;;6514;
"27695115";"Ryco Hydraulics, s.r.o.";20110701;"12";5176;1775;-150;5326;5326;5528;24;24;;-1207;;-396;
"27695115";"Ryco Hydraulics, s.r.o.";20100701;"12";6235;3038;-2454;8689;8689;11299;119;;;-1053;;-881;
"27695115";"Ryco Hydraulics, s.r.o.";20090101;"18";5516;1384;-1574;7090;7090;12739;;;630;-2088;;-2281;
"27695115";"Ryco Hydraulics, s.r.o.";20080101;"12";7078;2484;713;6365;6365;;18340;;756;581;;522;
"48155853";"Rykobito, s.r.o.";20130101;"12";9372;2235;2150;7158;2811;15563;799;799;787;2;;331;
"48155853";"Rykobito, s.r.o.";20120101;"12";11622;2567;1818;9790;5460;15441;970;;1027;746;;215;
"48155853";"Rykobito, s.r.o.";20110101;"12";9444;2019;1604;7834;3459;15773;1155;;857;-527;;709;
"48155853";"Rykobito, s.r.o.";20100101;"12";6773;1501;895;5874;2213;17459;909;;784;355;;5;
"48155853";"Rykobito, s.r.o.";20090101;"12";6851;1819;890;5958;2112;16294;489;;695;548;;-8;
"48155853";"Rykobito, s.r.o.";20080101;"12";6856;2347;898;5908;1998;13951;847;;579;50;;59;
"25026364";"S.P.M. Liberec, s.r.o.";20120101;"12";31055;4218;-33797;64782;42522;16;23030;18590;3042;-13915;;-14051;
"25026364";"S.P.M. Liberec, s.r.o.";20110101;"12";41447;8395;-19745;60330;17361;61;38445;40755;4538;-15676;3277;-19141;
"25026364";"S.P.M. Liberec, s.r.o.";20100101;"12";51554;9437;-603;51579;33103;225;23852;15992;8453;-40314;318;-40837;
"25026364";"S.P.M. Liberec, s.r.o.";20090101;"12";73874;14073;40234;33322;32369;35976;224336;223042;5103;32939;290;25761;
"25026364";"S.P.M. Liberec, s.r.o.";20080101;"12";57199;8465;14473;42446;41579;16373;95969;95898;4173;5898;463;4823;
"24308625";"Salpava step, s.r.o.";20130101;"12";8668;1301;-6408;14783;9905;;15870;15870;522;-6660;34;-6716;
"24308625";"Salpava step, s.r.o.";20120101;"12";5364;508;308;5056;2698;1806;375;375;469;138;;108;
"26257254";"Salveta, s.r.o.";20130101;"12";11802;80;4059;7743;56;;475;475;308;-421;344;-768;
"26257254";"Salveta, s.r.o.";20120101;"12";12111;74;4827;7284;63;;580;580;308;155;345;-192;
"26257254";"Salveta, s.r.o.";20110101;"12";12462;63;5019;7443;67;;548;548;306;38;346;-310;
"26257254";"Salveta, s.r.o.";20100101;"12";12769;81;5329;7358;98;;433;433;304;-311;340;-654;
"26257254";"Salveta, s.r.o.";20090101;"12";13020;11;5984;7036;22;;129;129;125;-59;264;-327;
"26257254";"Salveta, s.r.o.";20080101;"12";3201;270;1311;1890;;;;;;-1;;-5;
"28531213";"Sannex, s.r.o.";20130101;"12";27427;6782;10220;17201;10456;2125;53839;53968;13981;2452;154;1633;
"28531213";"Sannex, s.r.o.";20120101;"12";24396;5142;8588;15804;10816;2575;53945;55683;16946;4668;207;3368;
"28531213";"Sannex, s.r.o.";20110101;"12";22249;4359;5598;16647;10304;2158;46922;46869;13142;5017;102;3709;
"28531213";"Sannex, s.r.o.";20100101;"12";18907;3875;1992;16911;13162;2049;47062;45106;13830;2631;11;1680;
"28531213";"Sannex, s.r.o.";20090305;"10";16803;3311;340;16459;14803;1472;27639;27639;9151;315;151;140;
"25435051";"Sauer Compressors CZ, s.r.o.";20130101;"12";3891;382;1806;2085;1776;;3446;3446;;1523;18;1242;
"25435051";"Sauer Compressors CZ, s.r.o.";20120101;"12";2505;;646;1859;1807;;300;300;;276;17;222;
"25435051";"Sauer Compressors CZ, s.r.o.";20110101;"12";1542;174;424;1118;1072;;300;300;;275;17;191;
"25435051";"Sauer Compressors CZ, s.r.o.";20100101;"12";1982;419;233;1749;1738;;300;300;;275;25;268;
"25435051";"Sauer Compressors CZ, s.r.o.";20090101;"12";1174;87;-36;1210;1210;;100;100;;80;;85;
"25435051";"Sauer Compressors CZ, s.r.o.";20080101;"12";554;;-120;674;674;;;;;-21;;-28;
"16847407";"Savea, s.r.o.";20121201;"12";76252;19405;57867;18125;13165;10;91617;91354;2069;4052;;3780;
"16847407";"Savea, s.r.o.";20110101;"23";72260;18941;54998;16580;11486;24;174305;173645;3176;21431;;16556;
"16847407";"Savea, s.r.o.";20100101;"12";55003;16664;38441;16562;11232;18;84452;83703;1098;6815;7;3962;
"16847407";"Savea, s.r.o.";20090101;"12";53152;14609;34479;18647;10978;24;83642;82321;1220;5957;;3678;
"16847407";"Savea, s.r.o.";20080101;"12";55068;23093;30624;24419;17197;38;116696;114687;762;6190;;6528;
"25319442";"Saxo, s.r.o.";20130101;"12";39148;6411;11227;27908;7252;149086;878;883;1017;750;369;310;
"25319442";"Saxo, s.r.o.";20120101;"12";41435;5523;11328;30072;10441;85570;1425;1412;949;464;188;3;
"25319442";"Saxo, s.r.o.";20110101;"12";29044;5489;11338;17686;9472;97968;491;490;1580;409;143;139;
"25319442";"Saxo, s.r.o.";20100101;"12";28863;7909;11246;17617;8898;90419;407;407;1532;1239;230;727;
"25319442";"Saxo, s.r.o.";20090101;"12";34793;12641;10544;24249;13653;105485;344;344;1394;1705;279;1058;
"25319442";"Saxo, s.r.o.";20080101;"12";30280;8919;9537;20743;9560;101718;776;776;1206;794;242;252;
"28676858";"Screenprotector, s.r.o.";20100101;"12";553;165;109;444;117;1973;16;;;205;;167;
"28676858";"Screenprotector, s.r.o.";20090101;"12";627;195;-59;686;181;1574;54;;219;-211;;-242;
"28676858";"Screenprotector, s.r.o.";20080929;" 4";165;52;-263;428;17;446;26;26;110;-459;;-463;
"29304318";"Seativa, s.r.o.";20130101;"12";131;1;126;5;4;;;;;-83;;-74;
"01496379";"Sebi-motocarÈnage, s.r.o.";20130101;"12";608;3;296;312;312;558;374;352;;143;;96;
"01526723";"Sebi-motoverkleidung, s.r.o.";20130101;"12";344;;241;63;63;97;166;122;;61;;41;
"48528048";"Separa - EKO, s.r.o.";20130101;"12";15438;5526;9251;6173;364;;14891;14891;431;968;694;169;
"48528048";"Separa - EKO, s.r.o.";20120101;"12";25150;9662;9082;16055;7538;109;47056;47056;440;5748;351;3615;
"48528048";"Separa - EKO, s.r.o.";20110101;"12";14146;5299;4567;9536;9536;;12605;;595;299;199;107;
"48528048";"Separa - EKO, s.r.o.";20100101;"12";14144;4483;5078;9035;9035;140;20652;;986;534;171;246;
"48528048";"Separa - EKO, s.r.o.";20090101;"12";15056;3986;4839;10165;10165;12;13724;;804;819;196;473;
"48528048";"Separa - EKO, s.r.o.";20080101;"12";13550;3764;4466;9041;9041;;11918;;253;562;77;323;
"29459851";"ServisnÌ st¯edisko Gum·rny, s.r.o.";20130104;"12";1387;576;466;921;921;;1002;1002;10;-522;5;-534;
"25843389";"SEV Litovel, s.r.o.";20130101;"12";161005;95781;62286;;;51;260810;253263;3674;27281;2145;29672;
"25843389";"SEV Litovel, s.r.o.";20120101;"12";141187;81699;32615;108560;84052;45;193826;189914;3785;-38545;950;-34275;
"25843389";"SEV Litovel, s.r.o.";20110101;"12";119053;72988;66889;52147;31655;112;150343;148789;5274;-5687;1131;1216;
"25843389";"SEV Litovel, s.r.o.";20100101;"12";122983;70391;65675;57299;50871;622;138331;137577;6911;496;1890;3646;
"25843389";"SEV Litovel, s.r.o.";20090101;"12";125746;67303;62029;63691;52779;159;126113;129960;7568;-7913;2083;3481;
"25843389";"SEV Litovel, s.r.o.";20080101;"12";132769;56391;58550;74217;38086;2688;135180;130970;7286;-10896;2115;5062;
"25735021";"SGM, s.r.o.";20120101;"12";12267;325;12240;5;5;;6;6;;102;;-190;
"25735021";"SGM, s.r.o.";20110101;"12";12465;318;12431;13;13;;4;;;-308;;323;
"25735021";"SGM, s.r.o.";20100101;"12";12163;548;12106;57;57;;37;;;-590;;-585;
"25735021";"SGM, s.r.o.";20090101;"12";14215;61;12691;1500;1500;;32;;5;-317;;843;
"25735021";"SGM, s.r.o.";20080101;"12";14887;108;11849;1513;1513;;68;;23;-17;;740;
"29313236";"Sigmaflex, s.r.o.";20140101;"12";181;;181;;;;;;;-8;;-10;
"29313236";"Sigmaflex, s.r.o.";20130101;"12";192;;192;;;;;;;-2;;-4;
"29313236";"Sigmaflex, s.r.o.";20120315;"10";196;;196;;;;;;;-3;;-4;
"28779291";"Sitprom, s.r.o.";20120101;"12";739;25;-1808;2547;2547;;443;443;70;-597;;-601;
