"year";"ICO";"AKTIVACELK";"ebit";"ebitda";"financial.expanses";"sales"
2009;46580085;7065;595.129150689648;682.129150689648;63.9291506896481;12070
2009;27784550;2229;-1052;-917;106;2164
2009;61500941;122947;17305.1675903577;19768.1675903577;309.967590357725;199989
2009;48208051;17681;55;4616;236;16857
2009;26301890;78466;640;5768;665;51234
2009;42194920;2675276;194804.8;362563.8;16696;2429473
2009;25620665;5923;-933;-695;31;12327
2009;60724226;37604;-5553;-5126;322;239311
2009;28676246;253;40.3551619482758;40.3551619482758;0.355161948275823;81
2009;26780003;6993;1585.4;2559.4;47;18112
2009;62503529;34439;976;2214;528;86834
2009;26238861;55850;6189.25166904948;7724.25166904948;835.651669049477;94813
2009;48292486;87555;-1700;4425;253;57935
2009;26069784;20615;1156.4;2442.4;610;96186
2009;28182138;134990;-7044;-4004;1023;165297
2009;18511422;36648;1833.8;5749.8;245;62350
2009;27738795;2644;592;671;80;3301
2009;42937400;352598;21618.2509076507;26644.2509076507;1578.25090765069;410761
2009;60108576;204709;-12711;-6213;724;111126
2009;26397510;11195;269;336;33;16203
2009;27448550;224580;4144.8;15198.8;2556;512971
2009;26379708;15525;-790;-790;89;96595
2009;46966307;1953;-293;40;44;4329
2009;60740582;54112;5201;7785;777;19656
2009;25862618;10565;686.2;1087.2;395;6918
2009;44227744;27721;-917;862;48;49618
2009;27508617;23775;24;300;4;18659
2009;28432967;14357;471.808637107691;471.808637107691;613.808637107691;106703
2009;60779926;30675;938.8;3005.8;766;26572
2009;49788795;143901;1839.8;14358.8;1103;43013
2009;27973069;16361;936.021627846936;1208.02162784694;421.621627846936;4192
2009;28223209;625437;20577;63595;14161;775745
2009;47239484;17662;1802.4;2394.4;132;68486
2009;25237667;1177;186.988452109888;190.988452109888;230.988452109888;203
2009;27797619;1311;385.692447377151;415.692447377151;36.8924473771511;1572
2009;26482461;28466;-1490.36600330389;80.6339966961109;89.6339966961108;6410
2009;25026364;73874;20898.8;26001.8;290;259018
2009;26088207;8149;2965.43693216163;3143.43693216163;107.036932161626;18217
2009;61329568;25483;-719.396198905216;1527.60380109478;397.603801094784;42227
2009;27462625;13586;230;508;78;27504
2009;26072351;2423;107;267;11;10090
2009;49435426;114466;7532;14283;1372;76255
2009;45358346;70336;4496.2;5143.2;817;168702
2009;46982621;75411;1315;9645;1563;80490
2009;11434783;44516;1429.8;2645.8;549;31833
2009;61976865;16932;101.2;2504.2;26;13545
2009;49813994;9440;465.08265582973;2347.08265582973;105.88265582973;10304
2009;25209655;3546;-615.071899118544;-335.071899118544;84.9281008814562;2236
2009;29092345;29056;2876.75120645471;4532.75120645471;324.751206454706;42698
2009;25875060;12873;690.2;3539.2;475;19689
2009;26298856;62625;4009.75755507111;5587.75755507111;138.557555071105;81864
2009;25435051;1174;121.718244676718;121.718244676718;53.7182446767182;100
2009;570036;175684;-12589.5186776919;5337.48132230812;648.481322308118;154938
2009;60933461;28111;1058;1626;430;2660
2009;49787195;120281;9982.2;14876.2;1155;245533
2009;26436761;9762;1519.59912927369;2752.59912927369;161.199129273689;14377
2009;25023063;170826;14481.4;21015.4;2563;239514
2009;64361462;826660;-29411;13004;8987;4111238
2009;60913037;230246;11555.8;21734.8;1699;155144
2009;62303449;10127;881.4;1264.4;203;17389
2009;40524604;2445655;-245063;-65012;51993;2703891
2009;25582232;186883;6320.6;12734.6;3539;229931
2009;115720;114120;-787;8350;432;44646
2009;543551;24915;2832;4297;1324;47533
2009;47718111;82213;13235;18156;635;27530
2009;27677010;10406;391.6;819.6;94;716
2009;61776572;61103;2693.8;6690.8;241;124170
2009;28567196;395;-292.358425797416;-184.358425797416;22.6415742025837;2577
2009;47549742;55685;-6316;-6243;21;648
2009;60875577;63495;-11302;-10424;713;48739
2009;45535396;5045;-3253;-2533;68;14161
2009;49445553;476417;-121321;-109592;11594;1130008
2009;26217686;37545;2718;3450;350;61093
2009;40233618;11526;676.8;1281.8;212;6268
2009;25961624;12625;743.4;977.4;709;13911
2009;26257254;13020;-63;62;264;129
2009;26889901;7052;167.822055765058;167.822055765058;260.822055765058;16821
2009;25244451;581830;19795.6;54650.6;1914;368065
2009;26047900;143690;-2648.13352001339;1463.86647998661;4150.86647998661;18663
2009;60708361;42438;3684.2;6857.2;593;77726
2009;25886398;936;50.2;98.2;19;1909
2009;64788342;300304;17578;38019;2674;353184
2009;26947048;4018;716.2;716.2;189;12326
2009;25287249;38403;431.6;736.6;226;85957
2009;16847407;53152;3771.39238251931;4991.39238251931;828.992382519305;82345
2009;28293428;53467;-2717;-1058;2255;47520
2009;26816466;20657;2729.8;4850.8;193;66204
2009;25208934;103955;29372.6288769698;30244.6288769698;395.028876969784;140988
2009;25293931;79755;3915.8;13341.8;1551;36404
2009;62029959;56660;2161.4;4654.4;75;48231
2009;27742164;11993;1283.8;1736.8;31;35313
2009;28570669;1300;63.1912582607706;220.191258260771;47.9912582607706;1650
2009;27137970;8744;171;504;178;209
2009;884880;122660;-151;1681;1629;400801
2009;27332047;2984;345.4;466.4;11;20785
2009;28316045;222;14.5775809741379;14.5775809741379;0.177580974137912;261
2009;26407159;2497;-1622;-1240;48;10686
2009;60697598;323932;15077.8;24137.8;4833;402233
2009;25323148;80186;8673.2;9492.2;2;136696
2009;12099066;38423;7915;9481;95;72824
2010;25917293;20459;9920.16450864869;10080.1645086487;148.324508648691;21353
2010;25578367;14777;138.7;441.7;82;29441
2010;27969363;15505;7063.83151546119;7831.83151546119;165.061515461189;40599
2010;47239484;12962;890.67;1724.67;237;54378
2010;63275899;105296;-5888;-4663;3;181241
2010;41057155;89244;9224.62;10768.62;232;109856
2010;61776343;17440;1983.49;2839.49;16;2178
2010;49967029;53011;1065.9;3837.9;183;123036
2010;25040723;32505;-9471;-8960;647;22281
2010;27825311;124251;197.41501366594;197.41501366594;72.6750136659403;9
2010;29186633;20297;1819.80914355379;2919.80914355379;821.889143553789;76641
2010;26072351;2391;296.173963857748;552.173963857748;93.6739638577483;15434
2010;45357072;429582;5560.48;15849.48;4825;471203
2010;18251412;331763;111968.49;120561.49;4134;919857
2010;27736792;177;21.2384337521548;42.2384337521548;3.4184337521548;1277
2010;46966153;94082;6660.77;9163.77;815;181587
2010;25843389;122983;4843.26;11754.26;1890;138199
2010;28182138;182316;-10151;-4660;1254;249875
2010;28570669;2376;121.791102023697;278.791102023697;94.2511020236965;2166
2010;25206745;28024;1735.76;2724.76;605;30859
2010;28764170;340;78.7149241249997;106.714924125;2.57492412499972;285
2010;45350531;170363;8077.6;24521.6;3007;84735
2010;26334399;4169;1152.38;1548.38;20;10038
2010;49681311;1725650;51974.74;184190.74;18559;1750038
2010;25276476;46214;939.83;2841.83;338;77886
2010;27448550;216873;13875.17;24435.17;5243;521120
2010;26044595;180447;8242.76;16624.76;146;183421
2010;26383101;18002;168;1219;229;73992
2010;64356043;345549;6929.14;29143.14;211;872815
2010;26845890;1058;295.642525495688;402.642525495688;13.7625254956881;1833
2010;48171514;616642;99367.7;120398.7;24386;647511
2010;45348821;18904;2168.94;4736.94;84;15437
2010;25042548;19022;3240.69;3543.69;285;39568
2010;25435434;9421;1180.02397181249;1482.02397181249;119.733971812487;36470
2010;26906724;180285;-31404;-12561;751;421414
2010;28586921;10774;1048.7851091228;1664.7851091228;385.395109122802;59195
2010;15063470;11735;172.93;777.93;49;24014
2010;46966307;1955;351.81;542.81;27;4497
2010;26091607;16622;1253.06;2272.06;17;9867
2010;25193716;4138;771.318047646543;771.318047646543;77.9580476465432;16271
2010;28326172;497;11.7625254956881;11.7625254956881;13.7625254956881;16
2010;18511422;31377;3390.38;7792.38;152;58845
2010;27738795;5061;742.45;969.45;139;12857
2010;48910465;3263;134.19;221.19;54;2177
2010;46506357;143980;3092.02;5797.02;2248;114101
2010;60724226;68416;3309;3960;150;191577
2010;25435655;71372;3498.72;6991.72;6;127053
2010;49448811;582018;82277.95;124997.95;3874;738620
2010;48397571;87953;3707.51;4732.51;5;67735
2010;15062309;27536;-6858;-5406;1162;28679
2010;30431;20132;-660;9;83;24105
2010;64087646;5590;1170.40620624999;1180.40620624999;128.746206249986;9867
2010;26400987;179;4.05;4.05;0;167
2010;25026496;24563;1065.04;1202.04;106;22932
2010;46509755;505163;8601.71;44300.71;3830;582184
2010;655708;3893;-140.249594517246;98.7504054827537;44.7504054827537;7564
2010;26274744;106720;1792.29;5628.29;570;144198
2010;64049922;13281;1028;1257;461;20616
2010;64610225;62446;-1192.65245553242;4533.34754446758;829.347544467581;75251
2010;27531813;7499;-14.5984776034812;468.401522396519;299.401522396519;16311
2010;27781917;310646;22716.24;40275.24;9753;211434
2010;25516434;51343;-3057.87040690322;-1265.87040690322;1848.12959309678;6503
2010;25208934;133499;32996.3557807885;33554.3557807885;2641.6057807885;224072
2010;60875577;73453;6657.89;7211.89;770;79432
2010;28109163;1858;-464.785486864236;-430.785486864236;107.214513135764;426
2010;14613182;656630;14226.88;44922.88;5359;764041
2010;28784855;912;92.0921891573245;92.0921891573245;28.1021891573245;3469
2010;27503097;7804;1718;1998;17;23663
2010;46969250;133220;16363.36;22547.36;685;149713
2010;47153822;46364;2462.16;4599.16;570;124265
2010;25876996;14771;-2564;-1531;97;9763
2010;47450665;6372;-889.153818633638;-374.153818633638;158.846181366362;8976
2010;26218275;3627;932.49;1018.49;99;6475
2010;47718129;58458;24316.9177449654;26465.9177449654;872.277744965421;226105
2010;27760014;9177;599.91;1621.91;105;25497
2010;26047900;144083;7845.95;19366.95;1289;379327
2010;25347942;217582;3802.07;11096.07;2873;246074
2010;25230425;863712;111718.53;236761.53;20502;2637862
2010;25024639;23167;209.79;1421.79;81;49229
2010;25980751;80737;12951.13;13763.13;13;120861
2010;25467395;3166;143.70058109697;229.70058109697;117.78058109697;2
2010;26947048;1383;220.19;220.19;59;9600
2010;25949896;133013;13819.1341411097;20604.1341411097;1734.74414110972;144808
2010;26298856;47513;877.425238027996;3200.425238028;193.785238027996;76561
2010;25815491;27336;-7588;-6185;1;57880
2010;28610938;29992;4195.64920270462;4195.64920270462;1071.47920270462;72639
2010;27315835;279785;35146.74;65242.74;8049;543091
2010;25382314;14299;364.57;775.57;286;17102
2010;28981308;913001;12180;59342;26190;751525
2010;25314017;19877;783.24;2021.24;294;25442
2010;48268445;38520;122.48;593.48;35;1
2010;26120534;3005;992.58;1024.58;6;18148
2010;25313568;318524;-56;15126;11626;159501
2010;47718111;101719;32643.52;37004.52;898;28112
2010;535630;12093;-85;-70;194;19881
2010;27514234;162;-335;-335;34;426
2010;48911348;381204;10572.09;25678.09;537;133441
2010;26496135;17277;945.504968385766;1880.50496838577;91.7649683857658;26328
2010;46963987;61002;1451;3178;1560;61994
2010;13642693;24107;1296.79;1439.79;115;18621
2010;25245945;71100;4544.33;5668.33;95;87113
2010;28175247;427780;23964.83;28908.83;14210;421079
2010;545503;552939;11833.21;21925.21;1756;835714
2010;13606115;1976;292.32;535.32;72;5976
2010;25206958;34810;8014.25848535769;10037.2584853577;618.958485357691;105953
2010;26022494;20445;-4523;-4039;361;58538
2010;26301890;73613;923.21;5736.21;566;57864
2010;28180577;1463500;21015.16;48763.16;18070;487248
2010;45358346;69117;3014.96;3702.96;734;141072
2010;25366211;8358;-74;222;174;11292
2010;554812;66481;1121.18;4672.18;1058;216560
2010;26873028;5839;354.81;558.81;111;21272
2010;25558811;4260;-169.824518642246;-117.824518642246;42.175481357754;8687
2010;61976865;24090;2689.57;5219.57;19;20246
2010;26069784;26676;4175.47;5452.47;541;151820
2010;27797767;5681;532.046996818943;616.046996818943;207.236996818943;1217
2010;25945017;266498;39034.36;52362.36;28;396528
2010;28779291;771;-536.54591274354;-490.54591274354;51.4540872564599;13
2010;26364930;7753;-137.05103736638;197.94896263362;5.94896263362004;1474
2010;47669381;4437;377.45;410.45;17;12830
2010;12092;107391;-9718;-3369;2245;210371
2010;25560174;66682;3441.19;6124.19;1255;179629
2010;14869446;462414;11465.21;21201.21;416;420055
2010;25886398;1358;210.92;268.92;23;2676
2010;49433741;61080;4478.24;6137.24;101;182041
2010;884880;99731;7555.39;9169.39;817;471560
2010;25582232;191377;16815.78;22676.78;2772;255897
2010;25932322;8497;834.15271803879;1161.15271803879;30.6327180387897;11092
2010;28676858;553;154.981488129308;154.981488129308;19.7114881293082;1973
2010;60740612;6367;2975.64608835776;3343.64608835776;21.5760883577562;15775
2010;28219937;269412;7828.13;19645.13;1775;531162
2010;26320657;3283;2496.89;2694.89;92;39113
2010;49788795;146553;6605.18;18462.18;953;45925
2010;27973069;17211;2067.93757342884;2340.93757342884;366.127573428839;3696
2010;27961559;1329;-42.6091845474191;-4.60918454741911;48.3908154525809;2861
2010;46964321;85544;1467.88;3578.88;619;90910
2010;25568345;148663;9279.35;18647.35;17;199571
2010;46343369;66743;-4028;1430;470;161916
2010;26315793;963;264.932103084049;264.932103084049;25.172103084049;3162
2010;26482461;25841;-1050.31181651293;437.688183487067;20.6881834870667;7643
2010;25954113;70423;6602.01;6787.01;348;143350
2010;29093619;-259;-464.733628538793;-464.733628538793;0.266371461206867;3232
2010;27514374;1566;321.21;386.21;45;5941
2010;26308011;9970;5250.80330362283;5788.80330362283;107.303303622833;20648
2010;49435426;123878;9390.93;15348.93;843;90702
2010;15030211;42463;14;3281;457;59301
2010;46343733;162736;14204.85;17762.85;690;228974
2010;28006062;2109;137.13;220.13;78;10912
2010;25217194;4997;429.98;1207.98;59;5098
2010;25048171;108267;9929.95;12572.95;943;34495
2010;40524604;2456522;145056.15;326976.15;34641;3585898
2010;25934937;60831;4062.2;7223.2;887;96360
2010;28763661;24329;1488.17928082316;2024.17928082316;1048.34928082316;31836
2010;28785592;2653;203.64;203.64;6;13280
2010;27540243;9734;2140.58;2749.58;506;25069
2010;28334043;2035;363.24;363.24;36;233
2010;26397510;10490;-2219;-1939;68;20209
2010;28767446;1753;84.9731484051674;182.973148405167;45.2831484051674;6270
2010;25838113;28614;-1143;-577;250;80234
2010;60930250;22245;636.69;1473.69;273;47380
2010;28602706;789;40.9834315086181;72.9834315086181;23.9734315086181;3987
2010;25319442;28863;818.87;2350.87;230;90826
2010;26956594;6416;218.098481480586;571.098481480586;159.778481480586;7888
2010;28337212;1074;122.096551562496;122.096551562496;32.1865515624965;3636
2010;64361462;1004354;-28006;14836;20864;4588408
2010;27762025;27569;1808.07;3694.07;150;21656
2010;26807947;54790;6568.95;6865.95;417;98278
2010;26768747;1187;-63;-35;6;1056
2010;25295900;1142;61.2519921271494;120.251992127149;52.3419921271494;972
2010;26200651;111558;-2853;8414;486;127939
2010;26392739;180;-1.2008856163794;-1.2008856163794;0.799114383620602;72
2010;29188440;461488;122368.99;132565.99;4693;944932
2010;46507256;362197;27877.71;33382.71;183;811032
2010;28762967;690;210.914177816809;210.914177816809;13.2741778168089;1341
2010;61776572;79126;7329.57;11015.57;123;135977
2010;27491935;1064;-581;-514;5;3867
2010;25997572;112331;3259.8;4053.8;684;222345
2010;61500941;85962;26683.7110094245;29021.7110094245;348.991009424531;249610
2010;28097271;793;93.6995979849113;93.6995979849113;22.4195979849113;1884
2010;25999401;25789;818.32;1182.32;274;28719
2010;25248294;69551;874;5994;1531;61220
2010;27962067;10066;1384.87;1926.87;310;1100
2010;116700;85937;-671.05829158627;2386.94170841373;573.94170841373;23812
2010;28778758;4101;22.58;22.58;8;5439
2010;28948025;8157;132.685835034443;132.685835034443;363.685835034443;90
2010;25244451;572556;17709.76;57048.76;4672;334160
2010;25350871;28569;1667.98;2670.98;163;64823
2010;25287249;40170;477.73;974.73;127;98718
2010;25435051;1982;242.08;242.08;25;300
2010;27332047;2252;-1060;-929;10;16257
2010;26786354;23102;1840.9;2414.9;310;18507
2010;28359411;6607;2326.73189707973;2326.73189707973;131.631897079727;16272
2010;26221454;228926;5084.23;8840.23;2911;168967
2010;48111678;58079;1991.24;3617.24;1502;131066
2010;27329798;998;209.790852778017;209.790852778017;3.24085277801688;1104
2010;62029959;59869;2536.58;6621.58;11;49857
2010;26217686;99836;2310.31;3709.31;811;68115
2010;28432967;16958;930.6347164913;970.6347164913;717.6047164913;133008
2010;25862618;11483;524.9;901.9;290;13126
2010;61974170;10109;15;769;28;12121
2010;27546098;37370;-2629.17731764889;-1628.17731764889;1643.82268235111;24527
2010;47549742;8793;9689.16;9752.16;21;717
2010;28285948;4157;262.65;346.65;129;6774
2010;49787195;112179;-10094.8768546531;-4416.87685465306;370.123145346942;126116
2010;27797619;1367;321.121131394394;381.121131394394;23.041131394394;2325
2010;25347748;170020;6434.36;18242.36;800;82882
2010;28223209;679076;60796.59;104300.59;8601;950939
2010;28104412;3596;-1225;-1026;24;7053
2010;28567196;852;245.815460961203;363.815460961203;31.1654609612035;3140
2010;26088207;6909;543.26;1072.26;20;14293
2010;27125149;200997;22366.72;36501.72;1864;259886
2010;64830942;263790;7320.36;19993.36;1200;525811
2010;27784550;2247;-431;-230;163;1058
2010;12099066;43450;2800.52;4458.52;134;58138
2010;27968251;2201;-130.039852737073;-122.039852737073;35.9601472629271;8375
2010;26030110;32699;2625.48;4175.48;189;35639
2010;25620665;4446;-1186;-871;78;11849
2010;25560590;231;18.8519762176724;18.8519762176724;0.221976217672389;28
2010;28003373;7741;619.337877948249;619.337877948249;247.547877948249;1740
2010;26780003;15525;817.52;2006.52;419;17159
2010;28316045;491;23.6483680754298;23.6483680754298;11.4983680754298;464
2010;25840096;2416;121.8;202.8;57;2400
2010;25274635;16426;570.99;2229.99;183;10432
2010;45792950;86902;-8882;-7460;147;130805
2010;28331699;8772;1192.41039446979;1201.41039446979;343.53039446979;11580
2010;26693755;10416;2118.80749979738;2133.80749979738;348.147499797376;17912
2010;64789225;175382;3820.41;18021.41;3609;442334
2010;570036;188699;3938.82306906669;19124.8230690667;1068.99306906669;178001
2010;48153745;48177;5187.366462431;5780.366462431;354.096462430996;61574
2010;26229650;54905;3747.53;4627.53;335;102805
2010;25264508;104525;1808.19;5420.19;1404;26046
2010;25583824;55805;2590.16;3747.16;50;30141
2010;26741334;17284;1669.78577833186;2127.78577833187;289.545778331865;32487
2010;28410;62669;3166.93154829955;5668.93154829955;161.021548299551;54207
2010;29092345;31367;4043.92713062065;5726.92713062065;366.527130620649;64954
2010;46343555;12999;221.01;1177.01;42;48317
2010;63492920;32660;1684.95;2533.95;636;627
2010;27489060;2157;-739;138;16;10079
2010;40233618;12898;33;543;212;11221
2010;29092213;2923;178.308604879297;244.308604879297;117.558604879297;14424
2010;27677010;11712;1808.89;2249.89;1105;10669
2010;27478351;2873;-4.20077119181483;-4.20077119181483;40.7992288081852;6522
2010;29072280;73431;1593.41;1593.41;1463;15503
2010;63491796;124409;-6691;-4098;226;217170
2010;14615100;81539;-1707.09316410573;2397.90683589427;1186.90683589427;64242
2010;44004681;63657;-9078;-6105;883;39304
2010;28776097;757;208.74;216.74;3;2973
2010;29199077;320;70.4038335237067;70.4038335237067;1.55383352370673;242
2010;25932853;121717;2782.07;8948.07;1043;131313
2010;27825396;297966;1182.7;1543.7;73;65971
2010;42194920;2863275;219312.15;407955.15;8052;2614686
2010;61775843;25291;516;516;671;17574
2010;26257254;12769;-314;-10;340;433
2010;544752;415260;53311.72;71457.72;3811;468299
2010;27217035;4595;575.66961287498;703.66961287498;182.81961287498;27198
2010;62503529;25258;1205.13;1552.13;255;38152
2010;61329568;38399;2208.28;5101.28;31;93155
2010;25209655;3349;-22.2894472543192;297.710552745681;80.7105527456808;1452
2010;47470011;859861;30056.9;62850.9;5198;577839
2010;26912791;17600;643.711719426694;1455.71171942669;275.161719426694;18605
2010;62503758;186534;3182.93;9823.93;791;208652
2010;26391325;34028;1450.67;4972.67;1121;12109
2010;49192094;58926;2982.97722220041;4515.97722220041;220.067222200407;49483
2010;27257045;309490;55721.34;78414.34;2169;448566
2010;60108576;271306;13314.59;27276.59;6479;186755
2010;16847407;55003;3216.22;4314.22;7;83721
2010;26379708;21584;2571.62;3032.62;59;148440
2010;25138341;17460;-4959;-4365;524;40665
2010;25566741;24135;2370.4;3225.4;313;40587
2010;27134369;9233;-1036;-865;498;19
2010;27497097;63;29.8863261810324;50.8863261810324;19.3563261810324;74
2010;26436761;10477;1633.04427531249;3071.04427531249;109.434275312488;18313
2010;26339960;9047;612.564863754228;612.564863754228;753.564863754228;139
2010;60778997;52486;-16;1568;308;91415
2010;27300072;106;-509.647052092673;-496.647052092673;2.35294790732733;287
2010;48155853;6773;265.005241495661;1049.00524149566;260.955241495661;17459
2010;28268164;2468;174.550610467667;174.550610467667;46.5706104676673;8964
2010;40233324;22858;940.04;1491.04;386;98806
2010;112402;122284;2855.11;13239.11;1534;43979
2010;60708361;48195;2763.6;7632.6;933;85563
2010;25383973;61996;3816.66;6959.66;750;61294
2010;25191551;62099;-23370;-15261;873;227719
2010;25390236;22227;909.82;6051.82;325;37054
2010;28776739;249;-52.2497089418109;-52.2497089418109;4.75029105818913;160
2010;48591726;301568;-23403;12915;3576;141021
2010;27462625;13037;355.61;646.61;47;28447
2010;28334388;4282;644.513643428862;644.513643428862;160.133643428862;12921
2010;543551;38781;3337.98;4778.98;1104;50576
2010;27740773;28567;1628.43;5052.43;249;47173
2010;28416783;560487;-72616;-32170;7627;779548
2010;46982621;75411;1315;9645;1563;80490
2010;28531213;18907;1371.8;15201.8;11;47155
2010;26942097;9384;1061.16651668532;1332.16651668532;252.786516685317;40825
2010;28585941;2782;535.242000081888;535.242000081888;78.4020000818879;11810
2010;28784090;3498;174.554422575415;174.554422575415;145.394422575415;17509
2010;26364522;8612;1580.69;3526.69;164;22671
2010;18503527;469640;8677.15;23183.15;160;552503
2010;28762;89783;-3162.56494370267;1721.43505629733;770.435056297329;134562
2010;25458051;2209960;208617.483442012;272815.483442012;26344.8034420122;1985499
2010;25935429;382776;40312.87;79430.87;7972;515523
2010;25022229;89192;12784.98;14809.98;21;143701
2010;45192171;49079;472.97;1342.97;443;47042
2010;27769887;3376;203.605165415941;373.605165415941;67.5251654159409;9291
2010;25323148;85313;11062.3163783965;11665.3163783965;134.606378396537;148132
2010;27508617;11788;4653.35;5142.35;8;46361
2010;26008203;10610;3530.79;4441.79;81;22066
2010;28667891;1327;235.83;299.83;39;2013
2010;28771711;11470;1219.05967998055;1559.05967998055;458.469679980553;4970
2010;25979621;1254;37.34;128.34;26;2142
2010;28768680;27738;527.13;725.13;144;67314
2010;62303449;13035;1043.05;1640.05;310;18739
2010;25023063;200377;26312.58;34660.58;3294;307354
2010;28116330;70582;8785.14;13824.14;285;236819
2010;25273396;66854;4178.75;6800.75;716;93421
2010;48528048;14144;370.26;1356.26;171;140
2010;26816466;18513;560.05;2967.05;313;46327
2010;27789977;17158;2247.22643448915;2391.22643448915;709.036434489146;35411
2010;46885811;36327;2419.34;4187.34;383;33986
2010;47468424;226044;6524.95;25476.95;2560;91019
2010;28976215;4027;-658.342584237083;-637.342584237083;128.657415762917;10266
2010;48208051;18895;710.41;3977.41;175;17724
2010;27978117;621;-1009.53239964872;-804.53239964872;119.46760035128;2035
2010;25599658;5053;-618;-100;157;9362
2010;45149208;31369;1410.98;2811.98;230;48095
2010;25971689;89781;3270.61;5719.61;1504;95164
2010;10559655;81681;2913.88217018962;9780.88217018962;300.822170189622;64462
2010;25524194;40691;5796.14;6625.14;293;59270
2010;60697598;361556;29598.79;38172.79;3874;473937
2010;44567693;66760;1911.98;3863.98;1784;142696
2010;48292486;84714;-2062;3482;200;58526
2010;49971034;263568;42964.82;60467.82;2123;374461
2010;60108436;15882;833.37;1055.37;528;12094
2010;25875060;18422;1661.36;5888.36;725;26404
2010;45192448;22879;-1771;-944;120;15563
2010;27509427;11418;1589.31;2176.31;9;30133
2010;11434783;43650;1459.6;2970.6;358;26881
2010;28293428;44155;2727.35;5277.35;2132;56169
2010;29185785;3642;76.8;288.8;12;9365
2010;46975764;81567;2026.92;5332.92;786;145370
2010;28326318;407;-139.137499387936;-139.137499387936;43.8625006120641;2389
2010;60740582;57007;9292.88;13401.88;749;31728
2010;49450981;804371;114201.86;138217.86;1526;811313
2010;60704641;3518;965.404621034438;965.404621034438;404.884621034438;9493
2010;44227744;24094;3334.96;5147.96;82;65720
2010;28266960;8720;-5507.57065044189;-4759.57065044189;715.429349558111;99225
2010;60779926;37792;1106.17;1993.17;979;22418
2010;26756102;12099;2372.62353593963;2754.62353593963;254.473535939627;27778
2010;28103521;18566;-1739.23736007975;890.762639920253;53.7626399202527;13700
2010;15036626;7701;391.82589928232;410.82589928232;71.8758992823197;8771
2010;28047494;2419;121.625259443955;121.625259443955;96.5152594439549;4954
2010;26411288;32413;447.15;5192.15;273;113833
2010;28763122;376;36.1409388512924;36.1409388512924;6.17093885129243;776
2010;28609565;7684;1107.08;1177.08;80;16339
2010;28765991;3858;318.22;562.22;25;894
2010;29187885;360;23.7153873297399;23.7153873297399;13.1853873297399;259
2010;27530302;15543;90.49;932.49;67;29562
2010;12151271;197602;70790.53;76429.53;148;552932
2010;28327764;1701;346.739745247838;528.739745247838;58.3797452478384;2277
2010;26407159;2600;-1371;-1168;96;19606
2010;25961624;10493;-1983;-1643;376;11872
2010;64788342;426709;57658.19;80099.19;2660;515118
2010;27549381;669;151.584825609912;198.584825609912;14.6948256099122;3097
2010;28296150;200;-2.68142693965664;-2.68142693965664;13.3185730603434;30
2010;63323044;18357;878.97;1956.97;39;21175
2010;27922901;130824;338;338;1026;3948
2010;62515314;26726;7673.38;7799.38;304;13211
2010;28776682;8545;683.614916579701;698.614916579701;368.524916579701;35006
2010;25917536;32757;812.94;1853.94;24;17793
2010;26238861;60837;8370.05;10591.05;23;115058
2010;115720;112505;571.83;9860.83;375;57718
2010;25837061;13136;457.41;1767.41;165;56512
2010;60933461;28983;597.27;1318.27;462;4243
2010;42937400;392078;22636.36;26671.36;73;530272
2010;25293931;84810;10323.51;18080.51;951;60967
2010;60913037;259525;23753.72;36009.72;1550;249191
2010;837091;5921;1676.70205576506;1732.70205576506;260.822055765058;8062
2010;41539770;2060;92.77;92.77;79;5959
2010;28610199;7150;465.495917640053;465.495917640053;299.445917640053;13490
2010;28563271;6708;-2692;-1732;255;6508
2010;27507823;9273;809.88;1391.88;42;20883
2010;28776984;4981;-815.256599900896;-673.256599900896;311.743400099104;14258
2010;28313721;3176;268.72;435.72;16;18864
2010;47455179;19083;1470.34;1926.34;1;31520
2010;25026364;51554;-40519;-32066;318;16217
2010;28585887;5813;1896.80268866809;2270.80268866809;101.842688668092;19158
2010;49813994;11268;1934.14721526508;3244.14721526508;85.7272152650768;13223
2010;25313363;10998;-5944;-5465;765;20081
2010;27742164;18725;474.86;1591.86;146;27704
2010;28764871;6434;-2572.09800991167;-2572.09800991167;268.901990088333;79282
2010;29050;65406;-1103.31544362288;4063.68455637712;304.684556377122;55690
2010;28600363;435653;18241.8751287759;18600.8751287759;19201.8751287759;934043
2010;26343398;138088;23603.71;35596.71;121;113973
2010;49445553;442246;13969;23764;20730;938663
2010;46580085;7607;624.680306967666;711.680306967666;56.8703069676662;11543
2010;26924056;9748;448.65;1093.65;153;39206
2010;26889901;6516;349.570104431009;349.570104431009;230.500104431009;17794
2010;28969685;1589;111.74006914439;111.74006914439;59.0900691443901;2979
2011;28785592;4915;304.39;418.39;46;23920
2011;28763661;70033;5483.90240781237;6996.90240781237;1190.90240781237;86047
2011;25838113;29548;-1698;-1158;315;63527
2011;28784855;1247;60.5835051400816;76.5835051400816;41.9535051400816;4498
2011;545503;637319;-27746;-17533;2780;606604
2011;29101786;1395;597.089089499997;597.089089499997;30.8990894999966;387
2011;26912791;19082;1268.868435181;2460.868435181;287.148435181003;15363
2011;41539770;2470;76;76;84;5679
2011;28182138;197009;-26152;-17993;5987;251509
2011;29256151;5670;-1625;-708;210;5985
2011;12090000;4039;2243.63;2453.63;38;15647
